,epoch,times,negative ll,purity,cluster_partition
0,0,-73177.28265999991,88797.4921875,0.8825000000000001,0.0
1,1,-34049.344820000115,80113.078125,0.83875,0.0
2,2,-43875.997239999706,88081.8203125,0.9874999999999999,0.0
3,3,-53751.489719999954,86127.734375,1.0,0.0
4,4,-63492.12118000025,84865.9140625,1.0,0.0
5,5,-73285.64353999973,81891.9140625,0.9950000000000001,0.0
6,6,-83095.12884000025,81669.0,0.9462500000000001,0.0
7,7,-83068.74043999997,84042.3828125,0.9862500000000001,0.0
8,8,-83030.50706000009,83691.2734375,1.0,0.0
9,9,-83063.97639999981,81903.9453125,0.9999999999999999,0.0
