,epoch,times,negative ll,purity,cluster_partition
0,0,-8553.40196,141412.921875,0.62625,0.0
1,1,-3237.9090400000005,86654.7265625,0.78,0.0
2,2,-4064.325080000001,77731.6953125,0.885,0.0
3,3,-5225.546999999999,78582.8515625,0.9762500000000001,0.0
4,4,-10329.889440000003,79217.9609375,0.9750000000000001,0.0
5,5,-13069.923920000005,79469.921875,0.9837500000000001,0.0
6,6,-61695.84673999999,79683.8515625,0.9924999999999999,0.0
7,7,-174092.93422000002,79822.734375,0.995,0.0
8,8,-173784.62202,79865.421875,0.9962500000000001,0.0
9,9,-173737.23969999998,79878.328125,0.995,0.0
