,cluster_id,cluster_tsfresh
0,0.0,4
1,0.0,4
2,0.0,2
3,0.0,0
4,0.0,2
5,0.0,4
6,0.0,1
7,0.0,2
8,0.0,4
9,0.0,2
10,0.0,4
11,0.0,4
12,0.0,4
13,0.0,4
14,0.0,4
15,0.0,0
16,0.0,2
17,0.0,1
18,0.0,3
19,0.0,3
20,0.0,0
21,0.0,4
22,0.0,0
23,0.0,2
24,0.0,2
25,0.0,4
26,0.0,4
27,0.0,2
28,0.0,1
29,0.0,3
30,0.0,4
31,0.0,2
32,0.0,1
33,0.0,4
34,0.0,2
35,0.0,2
36,0.0,0
37,0.0,4
38,0.0,0
39,0.0,0
40,0.0,1
41,0.0,4
42,0.0,1
43,0.0,1
44,0.0,1
45,0.0,0
46,0.0,2
47,0.0,2
48,0.0,4
49,0.0,2
50,0.0,2
51,0.0,2
52,0.0,2
53,0.0,3
54,0.0,4
55,0.0,0
56,0.0,4
57,0.0,0
58,0.0,3
59,0.0,1
60,0.0,2
61,0.0,1
62,0.0,1
63,0.0,1
64,0.0,2
65,0.0,4
66,0.0,1
67,0.0,0
68,0.0,2
69,0.0,4
70,0.0,4
71,0.0,2
72,0.0,1
73,0.0,3
74,0.0,2
75,0.0,1
76,0.0,1
77,0.0,2
78,0.0,0
79,0.0,2
80,0.0,1
81,0.0,1
82,0.0,0
83,0.0,4
84,0.0,4
85,0.0,4
86,0.0,4
87,0.0,4
88,0.0,2
89,0.0,0
90,0.0,0
91,0.0,1
92,0.0,2
93,0.0,1
94,0.0,2
95,0.0,4
96,0.0,3
97,0.0,3
98,0.0,2
99,0.0,2
100,0.0,4
101,0.0,1
102,0.0,3
103,0.0,4
104,0.0,4
105,0.0,3
106,0.0,3
107,0.0,2
108,0.0,0
109,0.0,0
110,0.0,4
111,0.0,3
112,0.0,0
113,0.0,0
114,0.0,4
115,0.0,2
116,0.0,2
117,0.0,2
118,0.0,1
119,0.0,4
120,0.0,1
121,0.0,2
122,0.0,2
123,0.0,4
124,0.0,1
125,0.0,0
126,0.0,4
127,0.0,0
128,0.0,3
129,0.0,0
130,0.0,0
131,0.0,0
132,0.0,0
133,0.0,4
134,0.0,0
135,0.0,0
136,0.0,0
137,0.0,4
138,0.0,0
139,0.0,3
140,0.0,0
141,0.0,3
142,0.0,1
143,0.0,4
144,0.0,1
145,0.0,4
146,0.0,4
147,0.0,4
148,0.0,4
149,0.0,4
150,0.0,0
151,0.0,3
152,0.0,1
153,0.0,0
154,0.0,1
155,0.0,4
156,0.0,1
157,0.0,2
158,0.0,3
159,0.0,0
160,0.0,3
161,0.0,4
162,0.0,2
163,0.0,0
164,0.0,3
165,0.0,4
166,0.0,4
167,0.0,0
168,0.0,2
169,0.0,0
170,0.0,3
171,0.0,2
172,0.0,4
173,0.0,0
174,0.0,2
175,0.0,0
176,0.0,3
177,0.0,4
178,0.0,1
179,0.0,3
180,0.0,4
181,0.0,1
182,0.0,2
183,0.0,3
184,0.0,0
185,0.0,3
186,0.0,0
187,0.0,2
188,0.0,0
189,0.0,4
190,0.0,0
191,0.0,4
192,0.0,2
193,0.0,0
194,0.0,2
195,0.0,0
196,0.0,0
197,0.0,4
198,0.0,0
199,0.0,1
200,0.0,4
201,0.0,2
202,0.0,3
203,0.0,0
204,0.0,3
205,0.0,0
206,0.0,2
207,0.0,0
208,0.0,0
209,0.0,2
210,0.0,4
211,0.0,0
212,0.0,2
213,0.0,3
214,0.0,0
215,0.0,2
216,0.0,2
217,0.0,4
218,0.0,2
219,0.0,4
220,0.0,0
221,0.0,0
222,0.0,0
223,0.0,1
224,0.0,3
225,0.0,0
226,0.0,0
227,0.0,1
228,0.0,4
229,0.0,0
230,0.0,2
231,0.0,4
232,0.0,0
233,0.0,0
234,0.0,0
235,0.0,2
236,0.0,0
237,0.0,1
238,0.0,0
239,0.0,3
240,0.0,2
241,0.0,3
242,0.0,4
243,0.0,4
244,0.0,3
245,0.0,3
246,0.0,4
247,0.0,4
248,0.0,4
249,0.0,0
250,0.0,1
251,0.0,1
252,0.0,2
253,0.0,3
254,0.0,0
255,0.0,0
256,0.0,1
257,0.0,4
258,0.0,1
259,0.0,2
260,0.0,1
261,0.0,2
262,0.0,0
263,0.0,0
264,0.0,1
265,0.0,2
266,0.0,1
267,0.0,3
268,0.0,3
