,epoch,times,negative ll,purity,cluster_partition
0,0,-110794.82191999999,150727.4375,0.7566666666666667,0.0
1,1,-51880.000400000004,150199.0625,0.8341666666666667,0.0
2,2,-66916.48504,150169.484375,0.8708333333333335,0.0
3,3,-81893.9425,144472.265625,0.9175000000000001,0.0
4,4,-96849.98124000002,143456.3125,0.9308333333333334,0.0
5,5,-111826.31726,141082.203125,0.9066666666666667,0.0
6,6,-126686.68121999995,142914.828125,0.9158333333333333,0.0
7,7,-126819.44299999996,144199.015625,0.9383333333333336,0.0
8,8,-126731.64481999993,141298.078125,0.9416666666666668,0.0
9,9,-126738.46933999987,140871.34375,0.9416666666666668,0.0
