,epoch,times,negative ll,purity,cluster_partition
0,0,-128299.50098000001,141954.53125,0.4391666666666667,0.0
1,1,-74820.85548000003,106096.7890625,0.7408333333333333,0.0
2,2,-95610.65186000022,107434.828125,0.8841666666666668,0.0
3,3,-116273.52506000025,108003.578125,0.9333333333333333,0.0
4,4,-136248.01627999987,108429.125,0.9541666666666668,0.0
5,5,-156732.9028799996,108603.0390625,0.9558333333333333,0.0
6,6,-177257.77991999988,108702.2421875,0.9533333333333334,0.0
7,7,-177462.09609999962,108707.5625,0.9475,0.0
8,8,-177254.4206999999,108696.5078125,0.9358333333333334,0.0
9,9,-177250.19977999968,108683.46875,0.9325,0.0
