,epoch,times,negative ll,purity,cluster_partition
0,0,-183778.1065,206670.875,0.5208333333333334,0.0
1,1,-114516.61030000017,135573.6875,0.9441666666666668,0.0
2,2,-143955.0111199997,112810.0,0.7500000000000002,0.0
3,3,-173541.59308000002,114161.2890625,0.7475000000000002,0.0
4,4,-202236.18228000007,118241.1484375,0.8116666666666668,0.0
5,5,-231638.52992000058,121711.375,0.9091666666666668,0.0
6,6,-261244.9251400004,123250.8046875,0.9566666666666668,0.0
7,7,-260997.09894000087,123787.546875,0.9650000000000001,0.0
8,8,-260371.0410399991,123955.6796875,0.955,0.0
9,9,-259750.7641400001,124036.625,0.9500000000000002,0.0
