,epoch,times,negative ll,purity,cluster_partition
0,0,-251338.41649999958,313657.875,0.34450000000000003,0.0
1,1,-152380.76449999935,268277.125,0.43400000000000005,0.0
2,2,-192100.45576000004,232241.75,0.5339999999999999,0.0
3,3,-232123.8539000007,241819.734375,0.6210000000000001,0.0
4,4,-272091.0750000004,244098.765625,0.6865,0.0
5,5,-310596.82933999924,244294.3125,0.6995000000000001,0.0
6,6,-338718.7491599994,244412.578125,0.7114999999999999,0.0
7,7,-337131.7436199996,244440.796875,0.7165000000000001,0.0
8,8,-338016.33396000136,244428.515625,0.7230000000000001,0.0
9,9,-337279.0044,244413.484375,0.7265000000000001,0.0
