,epoch,times,negative ll,purity,cluster_partition
0,0,-201900.91570000048,236279.65625,0.365,0.0
1,1,-111321.65223999997,184030.125,0.28600000000000003,0.0
2,2,-142108.40422000038,205626.890625,0.41800000000000004,0.0
3,3,-172952.0943799999,201075.796875,0.549,0.0
4,4,-202772.15385999996,196355.921875,0.7745000000000001,0.0
5,5,-232751.2421400007,195099.765625,0.9045,0.0
6,6,-263398.37696,195313.859375,0.9565,0.0
7,7,-263408.2292800001,195318.578125,0.9620000000000001,0.0
8,8,-263134.01769999997,195263.78125,0.963,0.0
9,9,-260797.45131999953,195223.296875,0.9625,0.0
