,epoch,times,negative ll,purity,cluster_partition
0,0,-204251.07100000023,236932.921875,0.3355,0.0
1,1,-112685.41111999948,201052.609375,0.5754999999999999,0.0
2,2,-143223.89626000018,192566.71875,0.7645000000000001,0.0
3,3,-173736.95130000007,193705.09375,0.8645,0.0
4,4,-204582.8792999999,195328.890625,0.9205000000000001,0.0
5,5,-235394.18598000018,196032.953125,0.9535,0.0
6,6,-266363.1019800005,195850.671875,0.9615,0.0
7,7,-265713.80458,195683.90625,0.9624999999999999,0.0
8,8,-264985.4044400004,195626.25,0.964,0.0
9,9,-264981.95225999923,195636.875,0.9635,0.0
