,Unnamed: 0,Unnamed: 0.1,cluster_id,seqlength,kmeans_clusters,kmeans_time,gmm_clusters,gmm_time,time,coh_cluster,k_shape_clusters,k_means_softdtw_clusters
0,0,0,0,49,0,180.04005,0,176.15694000000005,37.69622,1,4,1
1,1,1,0,49,0,180.04005,0,176.15694000000005,37.69622,1,4,1
2,2,2,0,42,0,180.04005,0,176.15694000000005,37.69622,1,4,1
3,3,3,0,28,0,180.04005,0,176.15694000000005,37.69622,1,4,1
4,4,4,0,36,0,180.04005,0,176.15694000000005,37.69622,1,4,1
5,5,5,0,31,0,180.04005,0,176.15694000000005,37.69622,1,4,3
6,6,6,0,32,0,180.04005,0,176.15694000000005,37.69622,1,4,1
7,7,7,0,40,0,180.04005,0,176.15694000000005,37.69622,1,4,1
8,8,8,0,34,0,180.04005,0,176.15694000000005,37.69622,1,4,1
9,9,9,0,35,0,180.04005,0,176.15694000000005,37.69622,1,4,1
10,10,10,0,39,0,180.04005,0,176.15694000000005,37.69622,1,4,1
11,11,11,0,33,0,180.04005,0,176.15694000000005,37.69622,1,4,1
12,12,12,0,31,0,180.04005,0,176.15694000000005,37.69622,1,4,1
13,13,13,0,47,0,180.04005,0,176.15694000000005,37.69622,1,4,1
14,14,14,0,32,0,180.04005,0,176.15694000000005,37.69622,1,4,1
15,15,15,0,36,0,180.04005,0,176.15694000000005,37.69622,1,0,1
16,16,16,0,21,0,180.04005,0,176.15694000000005,37.69622,1,4,1
17,17,17,0,26,0,180.04005,0,176.15694000000005,37.69622,1,4,1
18,18,18,0,23,0,180.04005,0,176.15694000000005,37.69622,1,4,1
19,19,19,0,35,0,180.04005,0,176.15694000000005,37.69622,1,4,1
20,20,20,0,34,0,180.04005,0,176.15694000000005,37.69622,1,4,1
21,21,21,0,31,0,180.04005,0,176.15694000000005,37.69622,1,4,1
22,22,22,0,27,0,180.04005,0,176.15694000000005,37.69622,1,4,1
23,23,23,0,23,0,180.04005,0,176.15694000000005,37.69622,1,4,1
24,24,24,0,53,0,180.04005,0,176.15694000000005,37.69622,1,4,1
25,25,25,0,36,0,180.04005,0,176.15694000000005,37.69622,1,4,1
26,26,26,0,26,0,180.04005,0,176.15694000000005,37.69622,1,4,1
27,27,27,0,28,4,180.04005,0,176.15694000000005,37.69622,1,4,1
28,28,28,0,36,0,180.04005,0,176.15694000000005,37.69622,1,4,1
