,epoch,times,negative ll,purity,cluster_partition
0,0,-73465.13598000165,277979.1875,0.449375,0.0
1,1,-23518.843779999297,147338.96875,0.5275,0.0
2,2,-28442.919939998537,139705.375,0.52625,0.0
3,3,-35740.18656000029,145953.703125,0.5968749999999999,0.0
4,4,-42248.583680000156,150149.796875,0.674375,0.0
5,5,-46054.445019999985,151930.4375,0.73875,0.0
6,6,-51585.626460001804,152796.296875,0.783125,0.0
7,7,-49777.30271999957,153163.375,0.8212499999999999,0.0
8,8,-23117.60322000133,153342.21875,0.8406250000000002,0.0
9,9,-23264.754439999815,153457.4375,0.8487500000000001,0.0
