,cluster_id,time,seqlength,coh_cluster,kmeans_clusters,kmeans_time,ap_clusters,ap_time,gmm_clusters,gmm_time,dbscan_clusters,dbscan_time
0,2,57.19771,57,4,0,367.33452,140,369.01561,0,365.91189,-1,368.99001
1,3,57.19771,150,2,0,367.33452,142,369.01561,0,365.91189,-1,368.99001
2,4,57.19771,48,4,0,367.33452,115,369.01561,0,365.91189,-1,368.99001
3,5,57.19771,35,4,0,367.33452,115,369.01561,0,365.91189,-1,368.99001
4,5,57.19771,74,0,0,367.33452,89,369.01561,0,365.91189,-1,368.99001
5,5,57.19771,147,1,0,367.33452,0,369.01561,0,365.91189,-1,368.99001
6,1,57.19771,444,4,0,367.33452,24,369.01561,0,365.91189,-1,368.99001
7,5,57.19771,159,5,0,367.33452,26,369.01561,0,365.91189,-1,368.99001
8,3,57.19771,124,5,0,367.33452,60,369.01561,0,365.91189,-1,368.99001
9,4,57.19771,99,4,0,367.33452,140,369.01561,0,365.91189,-1,368.99001
10,3,57.19771,77,2,0,367.33452,111,369.01561,0,365.91189,-1,368.99001
11,3,57.19771,100,2,0,367.33452,160,369.01561,0,365.91189,-1,368.99001
12,4,57.19771,274,4,0,367.33452,115,369.01561,0,365.91189,-1,368.99001
13,1,57.19771,473,4,0,367.33452,115,369.01561,0,365.91189,-1,368.99001
14,3,57.19771,37,5,0,367.33452,1,369.01561,0,365.91189,-1,368.99001
15,5,57.19771,106,4,0,367.33452,30,369.01561,0,365.91189,-1,368.99001
16,0,57.19771,74,4,0,367.33452,8,369.01561,0,365.91189,-1,368.99001
17,1,57.19771,157,4,0,367.33452,104,369.01561,0,365.91189,-1,368.99001
18,3,57.19771,74,4,0,367.33452,56,369.01561,0,365.91189,-1,368.99001
19,3,57.19771,72,2,0,367.33452,26,369.01561,0,365.91189,-1,368.99001
20,4,57.19771,94,4,0,367.33452,140,369.01561,0,365.91189,-1,368.99001
21,0,57.19771,131,4,0,367.33452,30,369.01561,0,365.91189,-1,368.99001
22,1,57.19771,190,4,0,367.33452,115,369.01561,0,365.91189,-1,368.99001
23,1,57.19771,108,4,0,367.33452,140,369.01561,0,365.91189,-1,368.99001
24,1,57.19771,77,4,0,367.33452,160,369.01561,0,365.91189,-1,368.99001
25,1,57.19771,52,4,0,367.33452,140,369.01561,0,365.91189,-1,368.99001
26,3,57.19771,228,5,0,367.33452,2,369.01561,0,365.91189,-1,368.99001
27,4,57.19771,41,4,0,367.33452,115,369.01561,0,365.91189,-1,368.99001
28,5,57.19771,362,1,0,367.33452,3,369.01561,0,365.91189,-1,368.99001
29,3,57.19771,147,4,0,367.33452,140,369.01561,0,365.91189,-1,368.99001
30,4,57.19771,35,4,0,367.33452,71,369.01561,0,365.91189,-1,368.99001
31,4,57.19771,431,4,0,367.33452,78,369.01561,0,365.91189,-1,368.99001
32,5,57.19771,23,1,0,367.33452,4,369.01561,0,365.91189,-1,368.99001
33,3,57.19771,1070,5,0,367.33452,5,369.01561,0,365.91189,-1,368.99001
34,3,57.19771,19,4,0,367.33452,140,369.01561,0,365.91189,-1,368.99001
35,1,57.19771,29,4,0,367.33452,30,369.01561,0,365.91189,-1,368.99001
36,1,57.19771,161,4,0,367.33452,115,369.01561,0,365.91189,-1,368.99001
37,3,57.19771,41,5,0,367.33452,6,369.01561,0,365.91189,-1,368.99001
38,1,57.19771,426,4,0,367.33452,140,369.01561,0,365.91189,-1,368.99001
39,3,57.19771,10,5,0,367.33452,95,369.01561,0,365.91189,-1,368.99001
40,4,57.19771,249,2,0,367.33452,140,369.01561,0,365.91189,-1,368.99001
41,5,57.19771,55,0,0,367.33452,7,369.01561,0,365.91189,-1,368.99001
42,5,57.19771,10,1,0,367.33452,11,369.01561,0,365.91189,-1,368.99001
