,cluster_id,time,seqlength,coh_cluster
0,2,60.50359,57,3
1,3,60.50359,150,5
2,4,60.50359,48,3
3,5,60.50359,35,3
4,5,60.50359,74,0
5,5,60.50359,147,4
6,1,60.50359,444,3
7,5,60.50359,159,3
8,3,60.50359,124,5
9,4,60.50359,99,2
10,3,60.50359,77,5
11,3,60.50359,100,5
12,4,60.50359,274,3
13,1,60.50359,473,3
14,3,60.50359,37,3
15,5,60.50359,106,3
16,0,60.50359,74,3
17,1,60.50359,157,3
18,3,60.50359,74,3
19,3,60.50359,72,5
20,4,60.50359,94,2
21,0,60.50359,131,3
22,1,60.50359,190,3
23,1,60.50359,108,3
24,1,60.50359,77,3
25,1,60.50359,52,3
26,3,60.50359,228,5
27,4,60.50359,41,3
28,5,60.50359,362,0
29,3,60.50359,147,3
30,4,60.50359,35,3
31,4,60.50359,431,2
32,5,60.50359,23,4
33,3,60.50359,1070,3
34,3,60.50359,19,3
35,1,60.50359,29,3
36,1,60.50359,161,3
37,3,60.50359,41,3
38,1,60.50359,426,3
39,3,60.50359,10,3
40,4,60.50359,249,5
41,5,60.50359,55,0
42,5,60.50359,10,3
43,0,60.50359,64,3
44,3,60.50359,84,3
45,3,60.50359,158,3
46,3,60.50359,18,3
47,3,60.50359,42,3
48,1,60.50359,9184,3
49,5,60.50359,107,3
50,0,60.50359,24,3
51,1,60.50359,57,3
52,0,60.50359,144,5
53,4,60.50359,458,3
54,0,60.50359,219,3
55,1,60.50359,869,3
56,0,60.50359,311,5
57,5,60.50359,100,3
58,3,60.50359,23,5
59,3,60.50359,48,5
60,3,60.50359,50,5
61,3,60.50359,171,5
62,5,60.50359,39,3
63,0,60.50359,44,3
64,3,60.50359,25,3
65,3,60.50359,144,3
66,0,60.50359,56,3
67,3,60.50359,36,1
68,2,60.50359,24,3
69,0,60.50359,155,3
70,1,60.50359,116,3
71,1,60.50359,97,3
72,1,60.50359,64,5
73,4,60.50359,112,2
74,4,60.50359,101,3
75,0,60.50359,221,3
76,5,60.50359,193,3
77,5,60.50359,610,3
78,5,60.50359,36,3
79,0,60.50359,104,5
80,3,60.50359,85,1
81,0,60.50359,114,3
82,0,60.50359,135,5
83,1,60.50359,391,3
84,5,60.50359,429,5
85,1,60.50359,72,3
86,3,60.50359,146,3
87,0,60.50359,62,3
88,4,60.50359,109,3
89,3,60.50359,14,3
90,1,60.50359,102,3
91,2,60.50359,17,3
92,0,60.50359,84,3
93,0,60.50359,206,3
94,3,60.50359,55,5
95,2,60.50359,64,3
96,3,60.50359,107,5
97,1,60.50359,11,3
98,0,60.50359,19,5
99,4,60.50359,81,3
100,0,60.50359,116,5
101,1,60.50359,209,3
102,0,60.50359,1630,3
103,0,60.50359,28,3
104,0,60.50359,116,3
105,1,60.50359,37,3
106,1,60.50359,44,3
107,0,60.50359,121,3
108,3,60.50359,51,3
109,1,60.50359,40,3
110,1,60.50359,50,3
111,3,60.50359,1714,5
112,1,60.50359,217,3
113,0,60.50359,97,3
114,1,60.50359,43,3
115,1,60.50359,283,3
116,3,60.50359,298,5
117,1,60.50359,6285,3
118,0,60.50359,86,3
119,3,60.50359,1146,3
120,1,60.50359,33,3
121,1,60.50359,28,3
122,5,60.50359,98,0
123,1,60.50359,25,3
124,0,60.50359,77,3
125,1,60.50359,180,3
126,5,60.50359,99,0
127,1,60.50359,18,3
128,1,60.50359,44,5
129,3,60.50359,222,5
130,1,60.50359,110,3
131,0,60.50359,17,1
132,3,60.50359,58,5
133,1,60.50359,437,3
134,0,60.50359,119,3
135,3,60.50359,436,5
136,0,60.50359,178,5
137,0,60.50359,646,3
138,4,60.50359,369,3
139,0,60.50359,348,5
140,4,60.50359,198,3
141,1,60.50359,96,3
142,0,60.50359,95,3
143,1,60.50359,66,3
144,0,60.50359,438,3
145,0,60.50359,740,3
146,0,60.50359,252,3
147,3,60.50359,16,5
148,1,60.50359,30,3
149,3,60.50359,125,3
150,2,60.50359,272,3
151,1,60.50359,451,3
152,3,60.50359,214,3
153,0,60.50359,17,3
154,0,60.50359,5076,3
155,0,60.50359,336,3
156,0,60.50359,96,5
157,1,60.50359,34,3
158,5,60.50359,31,3
159,0,60.50359,314,3
160,0,60.50359,246,3
161,0,60.50359,50,3
162,3,60.50359,52,3
163,0,60.50359,77,3
164,1,60.50359,55,3
165,1,60.50359,94,3
166,3,60.50359,62,3
167,1,60.50359,171,3
168,1,60.50359,177,3
169,3,60.50359,90,5
170,0,60.50359,162,3
171,3,60.50359,302,3
172,5,60.50359,223,4
173,5,60.50359,53,0
174,5,60.50359,77,2
175,3,60.50359,334,3
176,3,60.50359,571,3
177,4,60.50359,5129,3
178,0,60.50359,163,3
179,0,60.50359,29,3
180,3,60.50359,61,3
181,4,60.50359,94,3
182,3,60.50359,66,3
183,5,60.50359,394,3
184,0,60.50359,111,3
185,5,60.50359,7208,3
186,5,60.50359,163,3
187,3,60.50359,107,4
188,0,60.50359,66,3
189,1,60.50359,287,3
190,1,60.50359,300,3
191,5,60.50359,278,0
192,1,60.50359,291,3
193,1,60.50359,403,3
194,1,60.50359,32,3
195,4,60.50359,115,3
196,0,60.50359,186,3
197,0,60.50359,78,3
198,4,60.50359,198,3
199,0,60.50359,45,5
200,1,60.50359,2934,5
201,1,60.50359,5,3
202,3,60.50359,130,3
203,2,60.50359,112,2
204,0,60.50359,84,5
