,cluster_id,cluster_tslearn
0,0,1
1,0,0
2,0,0
3,0,1
4,0,0
5,0,0
6,0,0
7,0,0
8,0,1
9,0,0
10,0,0
11,0,0
12,0,1
13,0,0
14,0,0
15,0,1
16,0,0
17,0,0
18,0,1
19,0,1
20,0,0
21,0,0
22,0,1
23,0,0
24,0,0
25,0,0
26,0,0
27,0,0
28,0,0
29,0,1
30,0,1
31,0,0
32,0,0
33,0,0
34,0,0
35,0,0
36,0,0
37,0,0
38,0,1
39,0,0
40,0,0
41,0,0
42,0,0
43,0,0
44,0,0
45,0,1
46,0,0
47,0,0
48,0,0
49,0,0
50,0,0
51,0,0
52,0,0
53,0,1
54,0,0
55,0,1
56,0,0
57,0,1
58,0,1
59,0,1
60,0,0
61,0,0
62,0,0
63,0,0
64,0,0
65,0,0
66,0,0
67,0,1
68,0,0
69,0,0
70,0,1
71,0,0
72,0,0
73,0,1
74,0,0
75,0,0
76,0,0
77,0,0
78,0,0
79,0,0
80,0,0
81,0,0
82,0,1
83,0,1
84,0,0
85,0,1
86,0,0
87,0,0
88,0,0
89,0,1
90,0,1
91,0,0
92,0,0
93,0,0
94,0,0
95,0,0
96,0,1
97,0,1
98,0,0
99,0,0
100,0,1
101,0,0
102,0,1
103,0,0
104,0,0
105,0,1
106,0,1
107,0,0
108,0,1
109,0,1
110,0,0
111,0,1
112,0,1
113,0,1
114,0,0
115,0,0
116,0,0
117,0,0
118,0,0
119,0,0
120,0,0
121,0,0
122,0,0
123,0,0
124,0,0
125,0,1
126,0,0
127,0,1
128,0,0
129,0,0
130,0,0
131,0,0
132,0,0
133,0,0
134,0,0
135,0,0
136,0,0
137,0,0
138,0,0
139,0,1
140,0,0
141,0,1
142,0,1
143,0,1
144,0,1
145,0,1
146,0,0
147,0,1
148,0,0
149,0,0
150,0,0
151,0,0
152,0,1
153,0,0
154,0,1
155,0,0
156,0,1
157,0,1
158,0,1
159,0,0
160,0,1
161,0,0
162,0,1
163,0,0
164,0,0
165,0,1
166,0,0
167,0,0
168,0,1
169,0,0
170,0,1
171,0,1
172,0,0
173,0,0
174,0,1
175,0,0
176,0,0
177,0,0
178,0,1
179,0,0
180,0,1
181,0,1
182,0,1
183,0,0
184,0,0
185,0,0
186,0,0
187,0,1
188,0,0
189,0,1
190,0,0
191,0,1
192,0,1
193,0,0
194,0,0
195,0,0
196,0,0
197,0,0
198,0,0
199,0,1
200,0,1
201,0,1
202,0,0
203,0,0
204,0,0
205,0,0
206,0,1
207,0,0
208,0,0
209,0,1
210,0,1
211,0,0
212,0,1
213,0,0
214,0,0
215,0,0
216,0,1
217,0,0
218,0,1
219,0,0
220,0,0
221,0,0
222,0,0
223,0,1
224,0,0
225,0,0
226,0,0
227,0,1
228,0,0
229,0,0
230,0,1
231,0,0
232,0,0
233,0,0
234,0,0
235,0,1
236,0,0
237,0,1
238,0,0
239,0,0
240,0,1
241,0,1
242,0,0
243,0,0
244,0,1
245,0,1
246,0,0
247,0,0
248,0,0
249,0,0
250,0,1
251,0,1
252,0,1
253,0,0
254,0,0
255,0,0
256,0,0
257,0,0
258,0,0
259,0,0
260,0,0
261,0,0
262,0,1
263,0,1
264,0,0
265,0,0
266,0,0
267,0,0
268,0,1
269,0,0
270,0,0
271,0,1
272,0,0
273,0,0
274,0,1
275,0,0
276,0,0
277,0,0
278,0,0
279,0,1
280,0,0
