,epoch,times,negative ll,purity,cluster_partition
0,0,-181749.46278000018,199424.046875,0.4075000000000001,0.0
1,1,-113104.50861999998,120779.8125,0.8641666666666667,0.0
2,2,-142478.5986800003,114402.6015625,0.7450000000000001,0.0
3,3,-171969.1608200001,121824.4140625,0.8416666666666668,0.0
4,4,-201199.3866600003,123610.2578125,0.9133333333333333,0.0
5,5,-230301.00087999948,123839.3203125,0.93,0.0
6,6,-258483.51803999976,123863.125,0.925,0.0
7,7,-258381.9589000009,123900.796875,0.9308333333333334,0.0
8,8,-258067.02189999982,123921.7109375,0.9341666666666667,0.0
9,9,-258120.47770000063,123947.5859375,0.9358333333333334,0.0
