,epoch,times,negative ll,purity,cluster_partition
0,0,-79840.11701999989,100126.1015625,0.9462499999999999,0.0
1,1,-42679.21366000024,95032.1171875,0.8312499999999999,0.0
2,2,-54811.61758000031,108718.65625,0.9850000000000001,0.0
3,3,-66945.98322000005,99973.6484375,1.0,0.0
4,4,-78997.85321999982,92081.40625,1.0,0.0
5,5,-91072.9176599998,89911.0703125,0.9999999999999999,0.0
6,6,-103137.84727999999,89452.609375,1.0,0.0
7,7,-103163.64975999983,89172.21875,1.0,0.0
8,8,-103139.90197999985,88935.9453125,1.0,0.0
9,9,-103217.95603999984,88682.203125,1.0000000000000002,0.0
