,epoch,times,negative ll,purity,cluster_partition
0,0,-128279.66566000017,143310.203125,0.6141666666666667,0.0
1,1,-74836.55121999996,111211.6875,0.5758333333333334,0.0
2,2,-95608.74147999974,108545.5703125,0.715,0.0
3,3,-116424.17256000015,109569.0546875,0.9291666666666667,0.0
4,4,-137102.64032000006,110214.578125,0.9625000000000001,0.0
5,5,-157997.9725599999,110506.296875,0.9575000000000001,0.0
6,6,-178458.22283999994,110600.4140625,0.9533333333333334,0.0
7,7,-178532.70782000007,110644.015625,0.9391666666666669,0.0
8,8,-178564.09144000005,110693.25,0.9441666666666667,0.0
9,9,-178650.11607999972,110753.34375,0.9525000000000001,0.0
