purity,created_at
0.5700000000000001,2021-05-21 17:46:58.014498
0.60375,2021-05-21 17:46:58.866963
0.5725,2021-05-21 17:46:59.479533
0.66,2021-05-21 17:47:00.061522
0.67125,2021-05-21 17:47:00.662963
0.665,2021-05-21 17:47:01.246596
0.65125,2021-05-21 17:47:01.849759
0.65,2021-05-21 17:47:02.440053
0.6387499999999999,2021-05-21 17:47:02.984994
0.64125,2021-05-21 17:47:03.581419
0.64,2021-05-21 17:47:04.144871
0.62875,2021-05-21 17:47:04.727331
0.62875,2021-05-21 17:47:05.286253
0.64125,2021-05-21 17:47:05.862643
0.6275000000000001,2021-05-21 17:47:06.387949
0.63375,2021-05-21 17:47:06.948999
0.63375,2021-05-21 17:47:07.549380
0.6312500000000001,2021-05-21 17:47:08.142345
0.6325000000000001,2021-05-21 17:47:08.652736
0.63625,2021-05-21 17:47:09.249845
0.6425000000000001,2021-05-21 17:47:09.841229
0.63625,2021-05-21 17:47:10.389725
0.63125,2021-05-21 17:47:10.951989
0.63125,2021-05-21 17:47:11.475237
0.6312500000000001,2021-05-21 17:47:12.089286
0.6112500000000001,2021-05-21 17:47:12.666109
0.63625,2021-05-21 17:47:13.272149
0.6325,2021-05-21 17:47:13.826297
0.6275,2021-05-21 17:47:14.388989
0.62875,2021-05-21 17:47:14.997188
