,epoch,times,negative ll,purity,cluster_partition
0,0,-128435.69475999975,143846.546875,0.47666666666666674,0.0
1,1,-74852.2294800001,105381.9375,0.6341666666666668,0.0
2,2,-95675.83673999994,106135.0078125,0.6641666666666667,0.0
3,3,-116446.94037999958,106793.3984375,0.7825,0.0
4,4,-137150.98419999995,107901.0703125,0.9125000000000001,0.0
5,5,-157899.32234000007,108222.1484375,0.9533333333333334,0.0
6,6,-178561.01168000023,108197.390625,0.9608333333333333,0.0
7,7,-178585.75362000032,108145.75,0.9608333333333333,0.0
8,8,-178658.70256000024,108115.84375,0.9616666666666667,0.0
9,9,-178632.87447999988,108107.265625,0.9641666666666667,0.0
