,epoch,times,negative ll,purity,cluster_partition
0,0,-238396.82269999996,278051.0625,0.45062500000000005,0.0
1,1,-155758.9965,178661.140625,0.62,0.0
2,2,-196036.16260000004,136063.515625,0.53,0.0
3,3,-236414.28217999992,149646.828125,0.7768750000000001,0.0
4,4,-276952.5246799999,151952.71875,0.84375,0.0
5,5,-317539.52222000004,152736.21875,0.854375,0.0
6,6,-357976.3181999998,152950.234375,0.8556250000000001,0.0
7,7,-357564.1331999999,153098.75,0.854375,0.0
8,8,-357483.0773999999,153235.71875,0.8525,0.0
9,9,-357175.19290000026,153301.25,0.85,0.0
