,epoch,times,negative ll,purity,cluster_partition
0,0,-158633.2888200006,188656.53125,0.5118750000000001,0.0
1,1,-85190.09606000036,150598.4375,0.535,0.0
2,2,-109065.06770000095,172246.78125,0.73625,0.0
3,3,-132933.3322999999,164980.21875,0.9075,0.0
4,4,-156044.16257999954,166069.375,0.9868750000000001,0.0
5,5,-179528.4629200003,166209.140625,0.9912500000000001,0.0
6,6,-202994.84118000022,166330.984375,0.9918750000000001,0.0
7,7,-203124.99652000028,166162.578125,0.9925000000000002,0.0
8,8,-203020.3298800008,165948.90625,0.9918750000000001,0.0
9,9,-203101.85528000002,165829.484375,0.9924999999999999,0.0
