,Unnamed: 0,Unnamed: 0.1,cluster_id,time,seqlength,coh_cluster,kmeans_clusters,kmeans_time,ap_clusters,ap_time,gmm_clusters,gmm_time,dbscan_clusters,dbscan_time,k_shape_clusters,k_means_softdtw_clusters
0,0,0,1,569.84551,717,0,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,0,2
1,1,1,1,569.84551,846,1,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,0,2
2,2,2,0,569.84551,879,3,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,3,1
3,3,3,3,569.84551,856,0,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,0,2
4,4,4,3,569.84551,696,0,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,3,2
5,5,5,2,569.84551,735,0,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,3,1
6,6,6,2,569.84551,942,0,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,0,3
7,7,7,0,569.84551,701,0,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,0,1
8,8,8,0,569.84551,722,2,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,3,1
9,9,9,1,569.84551,797,1,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,0,2
10,10,10,1,569.84551,868,0,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,0,2
11,11,11,2,569.84551,763,3,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,0,0
12,12,12,0,569.84551,801,2,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,0,1
13,13,13,0,569.84551,887,3,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,0,0
14,14,14,3,569.84551,846,2,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,0,2
15,15,15,2,569.84551,889,3,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,0,3
16,16,16,3,569.84551,909,1,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,0,0
17,17,17,0,569.84551,923,3,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,0,0
18,18,18,3,569.84551,974,2,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,0,2
19,19,19,3,569.84551,809,0,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,3,2
20,20,20,3,569.84551,767,3,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,3,0
21,21,21,0,569.84551,863,3,3,144213.64273,-1,145961.60025,0,144617.0765,-1,145105.75705,0,1
22,22,22,2,569.84551,768,2,3,144213.64273,-1,145961.60025,1,144617.0765,-1,145105.75705,0,0
23,23,23,2,569.84551,715,2,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,0,0
24,24,24,1,569.84551,1033,2,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,3,2
25,25,25,1,569.84551,1031,2,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,3,3
26,26,26,3,569.84551,1121,0,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,3,3
27,27,27,2,569.84551,912,2,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,0,1
28,28,28,2,569.84551,845,1,3,144213.64273,-1,145961.60025,3,144617.0765,-1,145105.75705,0,1
29,29,29,1,569.84551,1041,2,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,0,2
30,30,30,1,569.84551,784,0,3,144213.64273,-1,145961.60025,2,144617.0765,-1,145105.75705,0,2
