,epoch,times,negative ll,purity,cluster_partition
0,0,-13509.666099999999,181743.703125,0.43937499999999996,0.0
1,1,-3817.2300999999993,152467.796875,0.615,0.0
2,2,-5352.805400000002,166418.90625,0.948125,0.0
3,3,-6762.383520000003,164825.90625,0.9837499999999999,0.0
4,4,-7266.216440000003,165106.328125,0.989375,0.0
5,5,-8521.564720000002,165250.578125,0.9906250000000001,0.0
6,6,-8765.898019999995,165357.546875,0.990625,0.0
7,7,-8479.2695,165461.65625,0.9900000000000001,0.0
8,8,-8652.114579999998,165574.171875,0.99,0.0
9,9,-8986.675139999998,165697.3125,0.9912500000000001,0.0
