,time,event
0,0.28843677250782096,3.0
1,0.3176046732586716,1.0
2,0.40825828320356494,0.0
3,0.41328750100573086,2.0
4,0.6762562667278547,3.0
5,0.7322311663232958,4.0
6,0.8739639412765283,1.0
7,1.0478408245886992,3.0
8,1.1775518540490115,3.0
9,1.2166817229785496,3.0
10,1.2641032588805619,0.0
11,1.4286595623686118,4.0
12,1.6497471711193987,0.0
13,1.8442452262229112,0.0
14,2.1117721116537536,0.0
15,2.2052247058140577,0.0
16,2.3499139639241347,3.0
17,2.455509746398046,0.0
18,2.67098107479642,3.0
19,2.9696123597743487,4.0
20,3.0377405745431183,0.0
21,3.084706920599408,2.0
22,3.2094492718093517,1.0
23,3.3582774716295094,1.0
24,3.4010255005084633,1.0
25,3.606347093634122,1.0
26,3.7616942460180782,0.0
27,4.107685783162961,2.0
28,4.137261414507198,0.0
29,4.13800829237855,0.0
30,4.2873611785182,4.0
31,5.491914753895879,0.0
32,5.639203108206039,3.0
33,5.690591075859938,3.0
34,5.865584527730604,0.0
35,6.705794821970497,0.0
36,6.977321957166117,0.0
37,7.175977312319592,2.0
38,7.543908499421559,0.0
39,7.700100274068576,0.0
40,7.70604371494327,1.0
41,7.744773856126607,3.0
42,7.871591261227848,3.0
43,8.065278999030474,0.0
44,8.422628298161577,4.0
45,8.590420519260222,2.0
46,8.733607871669463,2.0
47,8.779029034299617,4.0
48,8.831617862909157,4.0
49,8.921226522788302,2.0
50,8.96407787742116,1.0
51,8.969905001763289,4.0
52,8.985584231063772,2.0
53,9.10922210710672,2.0
54,9.119163507545357,2.0
55,9.300723072044349,1.0
56,9.392349544111825,0.0
57,9.82330917739036,0.0
58,9.993129884195525,3.0
59,10.066928724412797,0.0
60,10.351557150693091,2.0
61,10.501196763052217,1.0
62,10.619057616466364,2.0
63,10.682524172117594,4.0
64,10.69411312541119,1.0
65,10.845217455482452,1.0
66,10.946756958895998,4.0
67,11.00505506056863,1.0
68,11.589674335310475,0.0
69,11.643902704573534,2.0
70,11.758053351320743,4.0
71,12.575764050843352,3.0
72,12.577743574494274,3.0
73,12.749576744719949,2.0
74,13.198166821845868,1.0
75,13.427060154807332,0.0
76,13.633171204077302,1.0
77,14.114631998653577,0.0
78,14.372532026305944,0.0
79,14.385635777025119,3.0
80,14.912894901190194,4.0
81,14.990475475781285,0.0
82,15.531743798238283,0.0
83,15.652984571977663,2.0
84,16.15465925994272,0.0
85,16.74828336916207,4.0
86,17.33368552938036,0.0
87,17.429418348333115,2.0
88,17.781432274410633,3.0
89,18.281776591094356,4.0
90,18.39149322673433,0.0
91,18.564288694199192,3.0
92,18.65224827576988,0.0
93,18.659151670375916,1.0
94,18.659264381256325,0.0
95,18.78236721479751,0.0
96,18.82408426177407,3.0
97,18.854785519553133,4.0
98,18.93222131162738,0.0
99,19.158114567817154,4.0
100,19.18195346734561,2.0
101,19.433601776772857,1.0
102,19.83505065637953,1.0
103,19.943295215549465,1.0
