,time,event
0,0.4026103600283041,2.0
1,0.7106521529336915,4.0
2,0.7520937799154828,4.0
3,1.1763626733844963,3.0
4,2.0141718685579,4.0
5,3.115588146896884,0.0
6,3.4340892739685684,3.0
7,3.5276347733601994,4.0
8,3.852883615789145,3.0
9,3.8708521601042882,4.0
10,4.1060020494752605,3.0
11,4.262731122330008,0.0
12,4.287853181053398,2.0
13,4.3350385007692775,3.0
14,4.534238658327713,0.0
15,4.684009271957561,4.0
16,4.8930680463367855,3.0
17,4.925868134523611,3.0
18,4.926869965565814,0.0
19,5.005228065013007,1.0
20,5.027437931057922,3.0
21,5.029978941975601,2.0
22,5.070397322131329,2.0
23,5.074208572733118,3.0
24,5.080084146755947,2.0
25,5.18826049538187,0.0
26,5.216067239485411,4.0
27,5.245369974261489,1.0
28,5.260767054987116,2.0
29,5.311594551301637,0.0
30,5.453707662066303,1.0
31,5.493616549434791,0.0
32,5.5170536704737945,4.0
33,5.518727208637256,3.0
34,5.575628638081243,1.0
35,5.754165924612652,2.0
36,5.979351097775134,1.0
37,7.9818178253978305,3.0
38,8.031962204307561,0.0
39,8.098819908659967,4.0
40,8.21590245197009,3.0
41,9.924870388799457,0.0
42,9.961049392614349,4.0
43,11.415556594072322,0.0
44,11.60290276364897,0.0
45,11.69885343731691,4.0
46,11.92172520914796,4.0
47,12.2084286745839,2.0
48,12.432487719964803,0.0
49,12.455959224912775,0.0
50,13.243777632852352,2.0
51,13.24449599417156,3.0
52,13.508107644810845,3.0
53,13.53566952024597,0.0
54,13.605196837977566,4.0
55,13.631450694971885,3.0
56,13.631912039220033,0.0
57,13.64657292523532,4.0
58,13.914693549604758,0.0
59,13.955434247420937,4.0
60,13.988552960554461,3.0
61,13.99258240572973,3.0
62,14.056942213118264,0.0
63,14.18289641011101,3.0
64,14.190498789745645,3.0
65,14.26589495359145,4.0
66,14.320341871769648,2.0
67,14.352751853147476,2.0
68,14.491535557417677,3.0
69,14.563033083742837,3.0
70,14.622921390690026,2.0
71,14.712020285700142,3.0
72,14.783136323755034,2.0
73,14.788335702018182,3.0
74,14.871026182661138,0.0
75,14.955913090558292,0.0
76,14.96958663132104,2.0
77,15.145872147033936,4.0
78,15.164310541717269,2.0
79,15.527983944729133,0.0
80,15.530695264043008,1.0
81,15.62430553126127,3.0
82,15.697461821352404,0.0
83,15.701977231630366,4.0
84,15.801341403180459,3.0
85,15.824299337825181,3.0
86,15.968680114588372,2.0
87,15.97583231115748,3.0
88,16.252093278712646,4.0
89,16.286080729636197,3.0
90,16.3204273869984,2.0
91,16.390235336568427,2.0
92,16.4560695754982,4.0
93,16.46818338346338,1.0
94,16.643510281640367,1.0
95,16.707572833465214,0.0
96,16.764612585434637,2.0
97,16.768234317736415,2.0
98,16.888641128301273,2.0
99,16.924056240132515,3.0
100,16.932517122955886,0.0
101,17.017684211176903,1.0
102,17.02249897637653,3.0
103,17.04374858185887,4.0
104,17.08691397503473,0.0
105,17.108069062948278,3.0
106,17.13786807938145,3.0
107,17.218029628911367,4.0
108,17.223510437636016,4.0
109,17.24622308435497,3.0
110,17.295758179724256,2.0
111,17.3594752358857,0.0
112,17.42837212437978,3.0
113,17.432465980523848,2.0
114,17.72031825903694,4.0
115,17.808185357209705,4.0
116,17.821307113406586,4.0
117,17.835899826431994,4.0
118,17.900970550388855,1.0
119,17.917234030828734,2.0
120,18.116460637665785,4.0
121,18.17065859052179,3.0
122,18.217524845675882,4.0
123,18.291247056593093,0.0
124,18.339958504544445,4.0
125,18.35768676041813,2.0
126,18.366877169993028,1.0
127,18.370073568035743,3.0
128,18.37811825510082,3.0
129,18.45614737430143,3.0
130,18.47636467644802,1.0
131,18.477991298854576,0.0
132,18.592370627366588,1.0
133,18.61985861026775,3.0
134,18.685787705657205,4.0
135,18.71700229788001,4.0
136,18.76302645101661,1.0
137,18.84792286432182,2.0
138,18.882908757719214,2.0
139,19.095817026576455,0.0
140,19.102047802316207,3.0
141,19.122302181482272,0.0
142,19.143712121679084,1.0
143,19.233611335302204,0.0
144,19.279811160609974,0.0
145,19.297766460583574,2.0
146,19.299441856319575,1.0
147,19.303030028256675,2.0
148,19.327934920508184,2.0
149,19.38465233383126,2.0
150,19.45828919901595,4.0
151,19.49422733253431,1.0
152,19.525235160847064,2.0
153,19.551123143751035,0.0
154,19.572297437818666,4.0
155,19.638703459158112,3.0
156,19.859137710650142,1.0
157,19.863902350202956,0.0
158,19.890102806244514,3.0
159,19.919151267426557,2.0
160,19.93817007572038,4.0
