,time,event
0,0.07090769623091643,0.0
1,0.07544838788947698,2.0
2,0.15110793788199556,1.0
3,0.19193022833562393,3.0
4,0.2819855308983976,0.0
5,0.39477095165909976,1.0
6,0.6009589385144034,3.0
7,0.7215366678385035,3.0
8,0.8261845801710852,4.0
9,0.9002370732462907,1.0
10,1.010266607740007,2.0
11,1.0618874662425875,1.0
12,1.1387375514280424,3.0
13,1.1468977647415288,0.0
14,1.3188144573836795,2.0
15,1.3258768475554121,0.0
16,1.391535292356841,4.0
17,1.6410623285518369,1.0
18,1.7859274257866649,3.0
19,1.8966569820017292,3.0
20,1.974225158809775,3.0
21,2.0009616465555893,3.0
22,2.458481443813558,0.0
23,2.4810792213275854,2.0
24,2.5748269946911453,2.0
25,2.98379742110592,3.0
26,3.161642569912626,0.0
27,3.263839251200715,3.0
28,3.350876478979157,2.0
29,3.392342947641608,0.0
30,3.558101415337376,1.0
31,3.5926254188544133,0.0
32,3.637253253683259,3.0
33,3.827082959220707,2.0
34,3.9283994629437635,3.0
35,4.0240348851696535,1.0
36,4.083357043334173,3.0
37,4.106228110905476,0.0
38,4.159744089436312,3.0
39,4.2372639405009505,3.0
40,4.262765158975037,0.0
41,4.690913619460018,4.0
42,4.697495553255254,0.0
43,4.8077309884723665,3.0
44,4.882736828633601,2.0
45,4.897883687462579,4.0
46,5.111898783600564,2.0
47,5.278336461085505,1.0
48,5.372310926526085,0.0
49,5.536569484681243,4.0
50,5.768872624559136,3.0
51,6.0617672738707515,0.0
52,6.176813132423911,0.0
53,6.220700471577006,0.0
54,6.299821803763968,4.0
55,6.674839957549567,1.0
56,7.272857248126543,3.0
57,7.33155176325256,4.0
58,7.764200595623679,0.0
59,7.853428351260058,4.0
60,8.076072545994958,4.0
61,8.156669758574273,4.0
62,8.26600236921989,2.0
63,8.28753242390683,1.0
64,8.31580323027423,4.0
65,8.445177533904648,3.0
66,8.458125484540702,3.0
67,8.459442772403174,4.0
68,8.545149068385722,3.0
69,8.546071198577243,0.0
70,8.697404840683543,1.0
71,8.701474390321064,4.0
72,8.795725214388698,4.0
73,8.963968807208666,3.0
74,9.18171717199729,0.0
75,9.305344880850312,2.0
76,9.418675031135258,4.0
77,9.538756759385684,3.0
78,9.659158500834913,3.0
79,9.6775755122876,1.0
80,9.684488803245134,4.0
81,9.744676465921573,0.0
82,9.823569037015382,0.0
83,9.866965574097472,4.0
84,10.038439299348635,3.0
85,10.105916977973232,1.0
86,10.106820595732371,4.0
87,10.158868528103689,4.0
88,10.269328423118544,0.0
89,10.313474803434193,3.0
90,10.356068131861315,0.0
91,10.429305885515088,0.0
92,10.578028303789434,3.0
93,10.64300346347826,1.0
94,10.850791228365354,2.0
95,10.858732938916544,4.0
96,10.941505641825612,4.0
97,10.95091203041364,0.0
98,10.96604255392593,3.0
99,11.30513341411342,0.0
100,11.543826586606444,4.0
101,11.885402584650473,2.0
102,11.898867336026358,1.0
103,12.156160482355006,4.0
104,12.355186988783213,2.0
105,12.37311688409152,2.0
106,12.457882875751352,4.0
107,12.492909020733267,0.0
108,12.57838039471613,3.0
109,12.641651192020845,1.0
110,12.827277123081707,0.0
111,12.840087050885163,4.0
112,12.92130124773293,2.0
113,12.932085491046909,3.0
114,13.372043200425617,4.0
115,13.636022912053956,3.0
116,13.771406098676458,3.0
117,13.794414799156943,2.0
118,13.98862606017809,0.0
119,13.994243315275629,3.0
120,14.116777695674989,3.0
121,14.149252700877055,3.0
122,14.253020950572566,0.0
123,14.403761954787948,2.0
124,14.788874233219683,0.0
125,14.815402980827589,0.0
126,15.103024825547127,2.0
127,15.166731219494977,4.0
128,15.188187695009638,4.0
129,15.426220323856802,2.0
130,15.881065659445735,4.0
131,16.209370617280026,3.0
132,16.55893825569649,3.0
133,16.66034628826992,3.0
134,16.943591661889364,0.0
135,17.022451887454583,0.0
136,17.182898040654482,3.0
137,17.194727299825406,4.0
138,17.345127013325015,4.0
139,17.391951061559613,4.0
140,17.606366181306214,0.0
141,17.67590713992038,0.0
142,17.88373665828578,3.0
143,18.07725441634417,3.0
144,18.253934032417053,4.0
145,18.271595701009282,0.0
146,18.44392003200011,2.0
147,18.478639461288516,3.0
148,18.612123458005406,3.0
149,18.729297979896256,0.0
150,18.785411391227278,2.0
151,18.901371435218735,2.0
152,18.938087869828117,0.0
153,19.08343198508002,2.0
154,19.314485349903666,4.0
155,19.428250416099303,0.0
156,19.51246353982846,3.0
157,19.581326988666177,3.0
158,19.687250135652146,4.0
159,19.943809752019256,4.0
