,epoch,times,negative ll,purity,cluster_partition
0,0,-126616.7335399997,143033.0,0.49333333333333335,0.0
1,1,-73487.82071999973,103925.375,0.5183333333333333,0.0
2,2,-93989.12698000087,107779.890625,0.7000000000000001,0.0
3,3,-114283.23979999986,107667.375,0.7825,0.0
4,4,-134570.99110000068,108393.125,0.9166666666666667,0.0
5,5,-154955.19468000042,108352.234375,0.9625,0.0
6,6,-175211.4604199992,108222.4375,0.9708333333333334,0.0
7,7,-175494.07106,108124.0,0.9691666666666667,0.0
8,8,-174977.33223999967,108065.65625,0.9691666666666667,0.0
9,9,-173599.1793399991,108034.5,0.9683333333333333,0.0
