,Unnamed: 0,Unnamed: 0.1,cluster_id,seqlength,kmeans_clusters,kmeans_time,gmm_clusters,gmm_time,time,coh_cluster,k_shape_clusters,k_means_softdtw_clusters
0,0,0,2,2959,0,184.00075,5,181.31777,67.19285,13,9,5
1,1,1,10,2865,0,184.00075,3,181.31777,67.19285,6,3,5
2,2,2,2,2557,0,184.00075,0,181.31777,67.19285,3,9,9
3,3,3,9,3785,6,184.00075,0,181.31777,67.19285,7,12,11
4,4,4,10,3414,0,184.00075,5,181.31777,67.19285,15,9,0
5,5,5,9,3420,6,184.00075,0,181.31777,67.19285,7,9,9
6,6,6,2,3408,0,184.00075,5,181.31777,67.19285,3,12,2
7,7,7,4,4299,0,184.00075,4,181.31777,67.19285,4,9,0
8,8,8,5,4319,0,184.00075,4,181.31777,67.19285,1,3,9
9,9,9,4,2429,0,184.00075,5,181.31777,67.19285,13,3,5
10,10,10,2,2898,0,184.00075,5,181.31777,67.19285,3,3,9
11,11,11,10,2518,0,184.00075,5,181.31777,67.19285,11,9,5
12,12,12,2,2567,0,184.00075,5,181.31777,67.19285,15,9,6
13,13,13,2,2865,0,184.00075,5,181.31777,67.19285,15,9,0
14,14,14,2,3454,0,184.00075,5,181.31777,67.19285,7,9,2
15,15,15,9,3107,0,184.00075,5,181.31777,67.19285,15,9,6
16,16,16,2,4321,0,184.00075,5,181.31777,67.19285,13,9,2
17,17,17,10,3780,0,184.00075,3,181.31777,67.19285,7,9,3
18,18,18,9,2857,6,184.00075,0,181.31777,67.19285,4,9,1
19,19,19,10,2767,0,184.00075,5,181.31777,67.19285,2,9,8
20,20,20,10,4000,6,184.00075,0,181.31777,67.19285,10,9,2
21,21,21,10,3307,0,184.00075,4,181.31777,67.19285,4,9,10
22,22,22,10,3756,0,184.00075,5,181.31777,67.19285,8,9,9
23,23,23,2,2630,6,184.00075,3,181.31777,67.19285,4,9,2
24,24,24,2,4125,0,184.00075,4,181.31777,67.19285,2,9,4
25,25,25,5,2740,0,184.00075,4,181.31777,67.19285,4,9,2
26,26,26,4,3184,0,184.00075,5,181.31777,67.19285,7,9,1
27,27,27,12,2575,0,184.00075,4,181.31777,67.19285,11,9,9
28,28,28,4,3462,0,184.00075,4,181.31777,67.19285,13,3,0
29,29,29,8,3866,0,184.00075,4,181.31777,67.19285,1,9,0
30,30,30,12,2612,12,184.00075,3,181.31777,67.19285,0,3,12
31,31,31,2,2680,0,184.00075,3,181.31777,67.19285,9,3,9
32,32,32,9,2543,0,184.00075,4,181.31777,67.19285,15,9,0
33,33,33,2,3220,0,184.00075,5,181.31777,67.19285,15,9,12
34,34,34,7,3987,0,184.00075,5,181.31777,67.19285,15,3,0
35,35,35,10,2507,0,184.00075,4,181.31777,67.19285,7,9,8
36,36,36,2,2638,0,184.00075,3,181.31777,67.19285,10,9,9
37,37,37,10,3323,0,184.00075,4,181.31777,67.19285,2,9,11
38,38,38,2,2571,0,184.00075,5,181.31777,67.19285,15,9,4
39,39,39,7,3719,0,184.00075,3,181.31777,67.19285,0,3,9
40,40,40,10,3831,0,184.00075,5,181.31777,67.19285,11,9,2
41,41,41,10,3047,6,184.00075,0,181.31777,67.19285,3,1,5
42,42,42,4,4387,0,184.00075,4,181.31777,67.19285,4,9,8
43,43,43,10,3809,0,184.00075,5,181.31777,67.19285,8,9,6
44,44,44,12,3237,0,184.00075,4,181.31777,67.19285,5,3,12
45,45,45,10,3106,6,184.00075,0,181.31777,67.19285,14,0,1
46,46,46,4,4152,0,184.00075,5,181.31777,67.19285,2,9,5
47,47,47,10,2493,14,184.00075,4,181.31777,67.19285,9,3,0
48,48,48,10,3643,0,184.00075,4,181.31777,67.19285,10,9,11
49,49,49,2,2907,0,184.00075,3,181.31777,67.19285,13,9,9
50,50,50,2,2473,0,184.00075,3,181.31777,67.19285,5,9,8
51,51,51,7,2445,0,184.00075,4,181.31777,67.19285,1,9,0
52,52,52,10,2585,0,184.00075,4,181.31777,67.19285,1,9,9
53,53,53,10,3686,3,184.00075,4,181.31777,67.19285,1,9,5
54,54,54,9,2975,6,184.00075,0,181.31777,67.19285,4,3,5
55,55,55,4,3249,0,184.00075,5,181.31777,67.19285,5,8,2
56,56,56,2,3680,0,184.00075,3,181.31777,67.19285,3,9,2
57,57,57,2,2500,0,184.00075,4,181.31777,67.19285,10,9,2
58,58,58,4,3302,3,184.00075,4,181.31777,67.19285,9,9,2
59,59,59,2,3209,0,184.00075,5,181.31777,67.19285,8,9,0
60,60,60,9,2691,6,184.00075,0,181.31777,67.19285,13,3,0
61,61,61,7,2489,6,184.00075,0,181.31777,67.19285,11,1,5
62,62,62,9,3893,0,184.00075,3,181.31777,67.19285,11,9,10
63,63,63,10,2461,0,184.00075,5,181.31777,67.19285,13,9,9
64,64,64,9,3829,6,184.00075,0,181.31777,67.19285,7,3,1
65,65,65,2,2555,0,184.00075,5,181.31777,67.19285,15,9,12
66,66,66,2,3257,0,184.00075,4,181.31777,67.19285,2,9,8
67,67,67,2,2890,0,184.00075,5,181.31777,67.19285,13,9,5
68,68,68,2,3090,0,184.00075,5,181.31777,67.19285,8,9,6
69,69,69,10,3230,0,184.00075,4,181.31777,67.19285,8,9,9
70,70,70,7,3610,15,184.00075,3,181.31777,67.19285,9,3,9
71,71,71,9,2728,0,184.00075,3,181.31777,67.19285,0,0,10
72,72,72,9,3682,6,184.00075,0,181.31777,67.19285,6,9,2
73,73,73,10,2842,0,184.00075,5,181.31777,67.19285,3,9,5
74,74,74,0,4033,0,184.00075,4,181.31777,67.19285,5,9,9
75,75,75,2,2489,6,184.00075,3,181.31777,67.19285,5,9,11
76,76,76,2,2720,0,184.00075,3,181.31777,67.19285,2,9,2
77,77,77,2,2556,0,184.00075,4,181.31777,67.19285,0,9,11
78,78,78,2,3187,0,184.00075,3,181.31777,67.19285,4,9,12
79,79,79,2,3389,0,184.00075,4,181.31777,67.19285,1,9,0
80,80,80,2,2874,0,184.00075,5,181.31777,67.19285,15,9,5
81,81,81,7,3437,0,184.00075,5,181.31777,67.19285,8,9,5
