,Unnamed: 0,Unnamed: 0.1,cluster_id,seqlength,kmeans_clusters,kmeans_time,gmm_clusters,gmm_time,time,coh_cluster,k_shape_clusters,k_means_softdtw_clusters
0,0,0,1.0,63,0,222.26342999999997,0,219.27632000000003,303.24932,3,0,1
1,1,1,3.0,65,0,222.26342999999997,0,219.27632000000003,303.24932,5,0,3
2,2,2,1.0,28,0,222.26342999999997,0,219.27632000000003,303.24932,3,0,1
3,3,3,1.0,149,0,222.26342999999997,0,219.27632000000003,303.24932,3,0,1
4,4,4,2.0,196,0,222.26342999999997,0,219.27632000000003,303.24932,3,0,0
5,5,5,5.0,90,0,222.26342999999997,0,219.27632000000003,303.24932,1,2,4
6,6,6,1.0,625,0,222.26342999999997,0,219.27632000000003,303.24932,3,2,0
7,7,7,1.0,316,0,222.26342999999997,0,219.27632000000003,303.24932,3,0,0
8,8,8,5.0,20,0,222.26342999999997,0,219.27632000000003,303.24932,1,0,3
9,9,9,0.0,83,0,222.26342999999997,0,219.27632000000003,303.24932,3,0,0
10,10,10,4.0,45,0,222.26342999999997,0,219.27632000000003,303.24932,3,0,0
11,11,11,3.0,105,0,222.26342999999997,0,219.27632000000003,303.24932,5,0,1
12,12,12,1.0,16,0,222.26342999999997,0,219.27632000000003,303.24932,3,1,0
13,13,13,1.0,46,0,222.26342999999997,0,219.27632000000003,303.24932,5,0,5
14,14,14,0.0,8972,0,222.26342999999997,0,219.27632000000003,303.24932,3,0,5
15,15,15,3.0,219,0,222.26342999999997,0,219.27632000000003,303.24932,5,0,1
16,16,16,5.0,88,0,222.26342999999997,0,219.27632000000003,303.24932,3,0,0
17,17,17,1.0,132,0,222.26342999999997,0,219.27632000000003,303.24932,3,1,0
18,18,18,1.0,1,0,222.26342999999997,0,219.27632000000003,303.24932,3,0,1
19,19,19,2.0,122,0,222.26342999999997,0,219.27632000000003,303.24932,5,0,3
20,20,20,3.0,195,0,222.26342999999997,0,219.27632000000003,303.24932,5,0,3
21,21,21,4.0,273,0,222.26342999999997,0,219.27632000000003,303.24932,3,0,1
22,22,22,1.0,49,0,222.26342999999997,0,219.27632000000003,303.24932,3,0,0
23,23,23,0.0,40,0,222.26342999999997,0,219.27632000000003,303.24932,5,1,5
24,24,24,0.0,44,0,222.26342999999997,0,219.27632000000003,303.24932,3,0,0
25,25,25,2.0,5,0,222.26342999999997,0,219.27632000000003,303.24932,3,0,1
26,26,26,0.0,4588,0,222.26342999999997,0,219.27632000000003,303.24932,3,2,0
27,27,27,1.0,72,0,222.26342999999997,0,219.27632000000003,303.24932,3,0,1
28,28,28,3.0,226,0,222.26342999999997,0,219.27632000000003,303.24932,6,0,3
29,29,29,0.0,52,0,222.26342999999997,0,219.27632000000003,303.24932,3,0,5
30,30,30,3.0,186,0,222.26342999999997,0,219.27632000000003,303.24932,5,0,3
31,31,31,2.0,144,0,222.26342999999997,0,219.27632000000003,303.24932,3,0,1
32,32,32,3.0,3333,0,222.26342999999997,0,219.27632000000003,303.24932,5,0,2
33,33,33,0.0,94,0,222.26342999999997,0,219.27632000000003,303.24932,5,0,5
34,34,34,4.0,122,0,222.26342999999997,0,219.27632000000003,303.24932,3,0,0
35,35,35,0.0,291,0,222.26342999999997,0,219.27632000000003,303.24932,5,0,2
36,36,36,0.0,2,0,222.26342999999997,0,219.27632000000003,303.24932,5,1,5
37,37,37,4.0,306,0,222.26342999999997,0,219.27632000000003,303.24932,3,0,1
38,38,38,3.0,22,0,222.26342999999997,0,219.27632000000003,303.24932,5,0,2
39,39,39,5.0,17,0,222.26342999999997,0,219.27632000000003,303.24932,3,0,0
40,40,40,3.0,186,0,222.26342999999997,0,219.27632000000003,303.24932,5,0,5
41,41,41,0.0,72,0,222.26342999999997,0,219.27632000000003,303.24932,6,0,2
