,epoch,times,negative ll,purity,cluster_partition
0,0,-185208.28888,224669.796875,0.3875,0.0
1,1,-88497.54486000002,213455.453125,0.422,0.0
2,2,-114056.46020000003,224789.296875,0.49350000000000005,0.0
3,3,-139742.90434,225675.453125,0.5565,0.0
4,4,-165452.67268000002,219793.421875,0.588,0.0
5,5,-190990.48324000003,217897.921875,0.608,0.0
6,6,-216679.94236,219185.9375,0.618,0.0
7,7,-216573.38653999992,220133.765625,0.6400000000000001,0.0
8,8,-216661.1288999999,221983.5625,0.6605000000000001,0.0
9,9,-216605.17366000015,223625.671875,0.6720000000000002,0.0
