,epoch,times,negative ll,purity,cluster_partition
0,0,-156593.70219999924,188547.953125,0.466875,0.0
1,1,-83833.2504799997,148884.640625,0.660625,0.0
2,2,-107031.28282000078,156154.140625,0.840625,0.0
3,3,-130289.86384000047,161515.25,0.97,0.0
4,4,-154260.27336,164053.984375,0.9875,0.0
5,5,-177555.96030000015,164671.8125,0.9918750000000001,0.0
6,6,-201287.30478000012,164903.0625,0.9912500000000001,0.0
7,7,-201054.9198199995,164948.1875,0.9912500000000001,0.0
8,8,-201024.4915599993,164965.203125,0.9912500000000001,0.0
9,9,-201230.61455999967,164990.90625,0.9912500000000001,0.0
