,cluster_id,seqlength,zhu_cluster
0,0,26,2.0
1,0,34,2.0
2,0,53,3.0
3,0,35,2.0
4,0,22,2.0
5,0,40,2.0
6,0,80,3.0
7,0,63,3.0
8,0,30,2.0
9,0,32,2.0
10,0,33,2.0
11,0,46,3.0
12,0,44,3.0
13,0,62,3.0
14,0,49,3.0
15,0,22,2.0
16,0,33,2.0
17,0,39,2.0
18,0,60,0.0
19,0,23,2.0
20,0,52,3.0
21,0,25,2.0
22,0,19,2.0
23,0,34,2.0
24,0,40,2.0
25,0,30,2.0
26,0,34,2.0
27,0,25,2.0
28,0,29,2.0
29,0,57,3.0
30,0,31,2.0
31,0,34,3.0
32,0,36,2.0
33,0,65,3.0
34,0,33,2.0
35,0,43,3.0
36,0,31,2.0
37,0,14,2.0
38,0,37,2.0
39,0,26,2.0
40,0,42,2.0
41,0,35,2.0
42,0,30,2.0
43,0,39,3.0
44,0,30,2.0
45,0,59,3.0
46,0,31,2.0
47,0,26,2.0
48,0,44,3.0
49,0,34,2.0
50,0,40,2.0
51,0,32,2.0
52,0,39,3.0
53,0,67,3.0
54,0,16,2.0
55,0,70,3.0
56,0,39,3.0
57,0,34,2.0
58,0,35,2.0
59,0,50,3.0
60,0,46,2.0
61,0,48,2.0
62,0,43,2.0
63,0,41,2.0
64,0,31,2.0
65,0,43,3.0
66,0,54,3.0
67,0,34,2.0
68,0,43,2.0
69,0,30,2.0
70,0,45,2.0
71,0,48,2.0
72,0,20,2.0
73,0,27,1.0
74,0,46,2.0
75,0,35,2.0
76,0,26,2.0
77,0,32,2.0
78,0,25,2.0
79,0,20,2.0
80,0,16,2.0
81,0,45,2.0
82,0,53,3.0
83,0,24,2.0
84,0,15,2.0
85,0,38,2.0
86,0,59,3.0
87,0,41,3.0
88,0,36,2.0
89,0,37,2.0
90,0,55,3.0
91,0,35,2.0
92,0,47,2.0
93,0,44,3.0
94,0,43,3.0
95,0,27,2.0
96,0,29,2.0
97,0,63,3.0
98,0,63,3.0
99,0,30,2.0
100,0,58,3.0
101,0,21,2.0
102,0,58,3.0
103,0,36,2.0
104,0,47,2.0
105,0,42,3.0
106,0,30,2.0
107,0,30,2.0
108,0,39,2.0
109,0,69,3.0
110,0,29,2.0
111,0,33,2.0
112,0,49,3.0
113,0,22,2.0
114,0,30,2.0
115,0,29,2.0
116,0,37,2.0
117,0,33,2.0
118,0,25,2.0
119,0,37,2.0
120,0,38,2.0
121,0,82,0.0
122,0,44,3.0
123,0,27,2.0
124,0,64,3.0
125,0,27,2.0
126,0,39,2.0
127,0,24,2.0
128,0,36,2.0
129,0,17,1.0
130,0,48,3.0
131,0,28,2.0
132,0,22,2.0
133,0,35,2.0
134,0,24,1.0
135,0,65,3.0
136,0,42,2.0
137,0,30,2.0
138,0,70,3.0
139,0,23,2.0
140,0,66,3.0
141,0,54,3.0
142,0,42,2.0
143,0,41,2.0
144,0,70,3.0
145,0,29,2.0
146,0,21,2.0
147,0,26,2.0
148,0,37,2.0
149,0,35,2.0
150,0,62,3.0
151,0,44,2.0
152,0,22,2.0
153,0,41,3.0
154,0,51,3.0
155,0,40,2.0
156,0,49,3.0
157,0,42,2.0
158,0,32,2.0
159,0,66,3.0
160,0,49,3.0
161,0,39,2.0
162,0,43,2.0
163,0,54,3.0
164,0,47,3.0
165,0,35,3.0
166,0,32,2.0
167,0,28,2.0
168,0,43,2.0
169,0,28,2.0
170,0,31,2.0
171,0,56,3.0
172,0,42,2.0
173,0,31,2.0
174,0,27,2.0
175,0,37,3.0
176,0,50,2.0
177,0,57,3.0
178,0,44,3.0
179,0,37,3.0
180,0,17,2.0
181,0,24,2.0
182,0,27,2.0
183,0,34,2.0
184,0,26,2.0
185,0,31,2.0
186,0,69,3.0
187,0,62,3.0
188,0,16,2.0
189,0,37,2.0
190,0,25,2.0
191,0,42,3.0
192,0,27,2.0
193,0,21,2.0
194,0,37,2.0
195,0,25,2.0
196,0,27,2.0
197,0,33,2.0
198,0,31,2.0
199,0,50,2.0
200,0,43,3.0
201,0,38,3.0
202,0,53,3.0
203,0,51,3.0
204,0,27,2.0
205,0,51,3.0
206,0,39,2.0
207,0,17,2.0
208,0,27,2.0
209,0,41,2.0
210,0,31,2.0
211,0,36,3.0
212,0,46,2.0
213,0,30,2.0
214,0,15,2.0
215,0,32,2.0
216,0,34,2.0
217,0,20,2.0
218,0,22,2.0
219,0,18,2.0
220,0,65,3.0
221,0,18,2.0
222,0,50,3.0
223,0,39,2.0
224,0,21,2.0
225,0,49,3.0
226,0,79,3.0
227,0,36,2.0
228,0,59,3.0
229,0,40,2.0
230,0,70,3.0
231,0,19,2.0
232,0,38,2.0
233,0,39,3.0
234,0,41,2.0
235,0,43,3.0
236,0,19,2.0
237,0,70,3.0
238,0,40,3.0
239,0,40,2.0
240,0,58,3.0
241,0,54,3.0
242,0,32,2.0
243,0,54,3.0
244,0,42,2.0
245,0,45,3.0
246,0,26,2.0
247,0,29,2.0
248,0,43,3.0
249,0,27,2.0
250,0,36,2.0
251,0,34,2.0
252,0,38,2.0
253,0,39,2.0
254,0,36,2.0
255,0,19,2.0
256,0,49,3.0
257,0,37,2.0
258,0,28,2.0
259,0,32,2.0
260,0,60,3.0
261,0,33,2.0
262,0,49,3.0
263,0,44,2.0
264,0,25,2.0
265,0,19,2.0
266,0,128,0.0
267,0,39,2.0
268,0,43,2.0
269,0,25,2.0
270,0,46,3.0
271,0,46,2.0
272,0,36,2.0
273,0,26,1.0
