,cluster_id,seqlength,zhu_cluster
0,0,80,0.0
1,0,87,0.0
2,0,119,3.0
3,0,107,3.0
4,0,100,3.0
5,0,82,0.0
6,0,124,3.0
7,0,107,3.0
8,0,108,3.0
9,0,118,3.0
10,0,104,3.0
11,0,132,3.0
12,0,107,3.0
13,0,92,0.0
14,0,139,3.0
15,0,69,0.0
16,0,114,3.0
17,0,85,0.0
18,0,86,0.0
19,0,99,0.0
20,0,78,0.0
21,0,100,3.0
22,0,86,0.0
23,0,124,3.0
24,0,102,3.0
25,0,77,0.0
26,0,82,0.0
27,0,101,3.0
28,0,102,3.0
29,0,81,0.0
30,0,97,0.0
31,0,107,3.0
32,0,97,0.0
33,0,93,0.0
34,0,120,3.0
35,0,88,0.0
36,0,67,0.0
37,0,98,3.0
38,0,83,0.0
39,0,97,3.0
40,0,98,0.0
41,0,98,0.0
42,0,83,0.0
43,0,100,3.0
44,0,59,0.0
45,0,106,3.0
46,0,96,0.0
47,0,120,3.0
48,0,78,0.0
49,0,88,0.0
50,0,123,3.0
51,0,92,0.0
52,0,101,3.0
53,0,84,0.0
54,0,90,0.0
55,0,77,0.0
56,0,109,3.0
57,0,108,3.0
58,0,109,3.0
59,0,85,0.0
60,0,104,3.0
61,0,118,3.0
62,0,73,0.0
63,0,91,0.0
64,0,69,0.0
65,0,125,3.0
66,0,89,0.0
67,0,126,3.0
68,0,98,0.0
69,0,111,3.0
70,0,116,3.0
71,0,97,0.0
72,0,126,3.0
73,0,92,0.0
74,0,120,3.0
75,0,92,0.0
76,0,94,0.0
77,0,82,0.0
78,0,91,0.0
79,0,130,3.0
80,0,101,3.0
81,0,106,3.0
82,0,84,0.0
83,0,107,3.0
84,0,85,0.0
85,0,90,0.0
86,0,94,0.0
87,0,132,3.0
88,0,96,0.0
89,0,119,3.0
90,0,79,0.0
91,0,63,0.0
92,0,91,0.0
93,0,84,0.0
94,0,70,0.0
95,0,89,0.0
96,0,91,0.0
97,0,107,3.0
98,0,100,3.0
99,0,72,0.0
100,0,107,3.0
101,0,118,3.0
102,0,112,3.0
103,0,98,0.0
104,0,100,0.0
105,0,86,0.0
106,0,69,0.0
107,0,129,3.0
108,0,110,3.0
109,0,129,3.0
110,0,80,0.0
111,0,103,3.0
112,0,93,0.0
113,0,112,3.0
114,0,101,3.0
115,0,95,0.0
116,0,106,3.0
117,0,118,3.0
118,0,81,0.0
119,0,179,3.0
120,0,149,3.0
121,0,92,0.0
122,0,126,3.0
123,0,78,0.0
124,0,118,3.0
125,0,75,0.0
126,0,101,3.0
127,0,85,0.0
128,0,91,0.0
129,0,125,3.0
130,0,103,3.0
131,0,87,0.0
132,0,103,3.0
133,0,95,0.0
134,0,96,0.0
135,0,91,0.0
136,0,95,0.0
137,0,80,0.0
138,0,75,0.0
139,0,135,3.0
140,0,113,3.0
141,0,111,3.0
142,0,90,0.0
143,0,80,0.0
144,0,104,3.0
145,0,88,0.0
146,0,110,3.0
147,0,90,0.0
148,0,85,0.0
149,0,99,3.0
150,0,79,0.0
151,0,65,0.0
152,0,110,3.0
153,0,79,0.0
154,0,92,0.0
