,event_id,event_pred
0,11,"[3.777298950823734e-06, 2.3842625740524302e-06, 3.90299211276129e-07, 0.00029088350972597895, 0.001555908248754736, 0.004784579859408153, 4.462698748958491e-06, 0.9929415588928239, 0.00041605492980243406]"
1,11,"[0.009945270303094578, 0.1582919298828375, 0.28606047964390546, 0.2574135087369665, 0.025279556969504124, 0.06404606623540163, 0.012222925507950157, 0.17218112941638825, 0.01455913330395173]"
2,11,"[1.512045206735579e-05, 2.8197305477851773e-06, 7.3840629430353265e-06, 0.00013960812359454546, 0.004469880551289931, 0.00021718590370017847, 7.302718821012491e-06, 0.995011144237321, 0.00012955421971510192]"
3,11,"[0.0004572657700711648, 5.597805796264282e-07, 0.00016676209442154552, 2.2276430493068535e-07, 8.380530807613103e-05, 1.9131332107170225e-07, 0.00011591718917762092, 0.9991739165250344, 1.3592550136489215e-06]"
4,11,"[4.629210028111547e-06, 2.5466819110760905e-06, 1.7166268134123884e-07, 0.000210051834512827, 0.0022492744540884096, 0.002606119262923967, 3.281809686328965e-06, 0.9946757660842925, 0.00024815899987548206]"
5,6,"[0.0006179475064726802, 4.592454308731681e-06, 0.9983001757503547, 1.0032667102802651e-07, 0.0005021905231194638, 2.9504853453451606e-09, 1.3629293571324133e-07, 0.0005747792304685359, 7.496518383283554e-08]"
6,11,"[1.035826783946752e-05, 1.0604323456593748e-05, 2.420416720549675e-06, 0.00033007607839583773, 0.0037894277967170154, 0.00033926047497406786, 8.525951007020972e-07, 0.9951735119676606, 0.00034348807913535704]"
7,11,"[1.611614852348369e-06, 4.418425787365164e-07, 1.4017841457766143e-10, 1.7213997071512712e-06, 0.010791296786181332, 0.00019499982603674547, 1.5963553311055244e-06, 0.9890043233962632, 4.008638871106975e-06]"
8,10,"[0.00019506667695875083, 0.0004967856652942353, 1.720198905649913e-05, 2.2169651056651557e-05, 5.6977488144639555e-06, 4.604156036670343e-05, 0.9991035222031369, 8.868737842622533e-05, 2.4827126889368758e-05]"
9,11,"[5.641681924504197e-05, 9.90376750839535e-06, 2.5401329185043264e-05, 0.0001308957655576359, 0.04530166741438559, 0.00038112102110194127, 3.0578025039539967e-06, 0.9538697715283031, 0.00022176455220937724]"
10,6,"[0.005022702736421818, 0.0019296712593375774, 0.9756959094170379, 0.0009025620138369002, 0.012592829857501686, 0.0007443507693516007, 0.0010856730137503079, 0.001921178494235193, 0.00010512243852690614]"
11,11,"[0.0001216894866940031, 0.00011250166128557204, 1.2696381585941296e-05, 0.0008329714515483919, 0.01368048441270115, 0.0022277989243651053, 6.919761931753878e-05, 0.9825394264992966, 0.0004032335632057106]"
12,11,"[2.905721456730786e-06, 1.4893453457323772e-06, 3.549119777388569e-07, 0.0002039987925645222, 0.0009721628521248742, 0.00400392308749948, 3.325232741926319e-06, 0.9945421088735497, 0.0002697311827391905]"
13,11,"[3.1852015900925486e-06, 1.4668936841661758e-06, 4.4134614543021704e-07, 0.00023521423282810906, 0.0013078585245173623, 0.005262981142376788, 3.033492199297007e-06, 0.9928573474746617, 0.00032847169199708615]"
14,11,"[1.4305714424534522e-05, 1.0718552060982728e-05, 1.4317833529204322e-05, 0.0005063076073591283, 0.0013187922161035925, 0.0008590087461152342, 2.3393064186342508e-05, 0.9968197409859162, 0.0004334152803047607]"
15,11,"[7.045763635822216e-05, 8.531603772259218e-08, 3.7272252674149405e-08, 1.984950977313235e-07, 5.700728498082545e-05, 5.2466526727184715e-06, 0.00014092366942732124, 0.999724629479444, 1.4141937288919844e-06]"
16,11,"[5.878185185354331e-06, 5.726200928069662e-06, 2.690050970458535e-07, 0.0003525668040926034, 0.0030486597859212495, 0.00841310500354527, 4.334982377228242e-06, 0.9876325158063852, 0.0005369442264681415]"
17,9,"[0.01765006893945227, 0.019863664845628123, 0.06443956353079563, 0.27681943257652036, 0.08184256741909705, 0.39897386721012995, 0.0396172812870617, 0.0918698059216821, 0.008923748269632877]"
18,6,"[0.007574814431013819, 5.0524391403404126e-05, 0.9613356963469484, 3.3880725441983185e-06, 0.029528248074062718, 7.814401853963998e-08, 3.232251536018851e-07, 0.0015062764604801616, 6.508543751000069e-07]"
19,11,"[0.00023549291980122917, 0.00018535219030774283, 4.70664562852058e-06, 0.002818874673994734, 0.3047721494577924, 0.008213937225533964, 3.450615791078478e-05, 0.6827441411092814, 0.0009908396197492236]"
20,6,"[0.010287040435095195, 0.0011445153409263477, 0.9451543844920278, 0.0002062348898000334, 0.016953308777266696, 1.0385131255184858e-05, 8.236379479435299e-06, 0.02617446269984762, 6.14318543016736e-05]"
21,8,"[0.00804430864744387, 0.029932070116974338, 0.004834327935081035, 0.00468985982892109, 0.9297791840515859, 0.005852738125203872, 0.001935298901345065, 0.014244057389031404, 0.0006881550044133875]"
22,11,"[0.001117787944796316, 0.0008712795281754695, 0.0001548807996635798, 0.005347312988206513, 0.0047593123960903315, 0.021673767802827437, 0.022778667365336267, 0.9409719817186666, 0.0023250094562374635]"
23,6,"[1.0720308144074248e-05, 1.3748614666883677e-07, 0.9999615729072274, 1.3313329743463531e-07, 7.954767278333592e-06, 6.942208092738557e-09, 1.566489858996772e-08, 1.9399321675592682e-05, 5.94691236524068e-08]"
24,11,"[2.1036541755837948e-05, 2.521405927859695e-05, 1.3562753141578226e-06, 0.0012076382145512208, 0.006568922654481913, 0.02256053792409503, 3.963059269946821e-05, 0.9677715279383766, 0.0018041357994471074]"
25,8,"[0.0019218834880098013, 0.0004032861633815021, 4.833870074119671e-05, 0.005893826298873567, 0.611046411727299, 0.022897952958558017, 0.00030924016464929026, 0.3517521894852936, 0.005726871013193938]"
26,11,"[0.00220381997198086, 0.0005807894113833783, 1.2223313517980492e-07, 7.21248516549341e-05, 0.4776532373590381, 0.0024690999540093995, 0.006324863282942871, 0.5105939415037436, 0.00010200143211162753]"
27,4,"[0.0025711122948336544, 0.9722426906854668, 2.397302297554988e-08, 1.6774074952318463e-05, 0.018085561089309917, 3.2890909684614344e-05, 7.461011134274529e-05, 0.006965280457677907, 1.1056403709272501e-05]"
28,11,"[0.0005269238296798879, 0.006348492486613611, 1.3987420953439906e-06, 0.0021589897786228915, 0.08388038785141844, 0.010026512898683419, 4.870035831235697e-05, 0.8964144645869957, 0.000594129467578311]"
29,10,"[0.0022713305766660363, 0.0103784969537998, 0.0027845866528898146, 0.005262148106761556, 0.00021153770205725714, 0.008757871680104255, 0.9664224155738722, 0.002099789906151023, 0.0018118228476981632]"
30,4,"[0.0003921468787091537, 0.9995697118464794, 1.950678395468776e-06, 7.030840849236386e-07, 9.625368055441978e-06, 4.505846521002711e-06, 2.179383320015936e-06, 1.8767392120375973e-05, 4.095223142890344e-07]"
31,8,"[0.010306935443955454, 0.6755219103554365, 0.002903954358266466, 0.03188425743953109, 0.2672107848854165, 0.007160020144736606, 0.0003617254641892821, 0.0019521147670335868, 0.0026982971414343765]"
32,11,"[4.965023429321706e-05, 2.3661777552391366e-05, 1.3319842388265223e-05, 0.0009796608584683828, 0.0009603440406250855, 0.015724877560733666, 0.00025344609038026935, 0.9805030609574712, 0.0014919786380874582]"
33,11,"[1.9419743070042067e-06, 1.214892350763827e-06, 2.5780848858921e-07, 0.0001228418000082909, 0.000986558665186738, 0.0009264588848768666, 7.250090644814487e-07, 0.99782326816121, 0.000136732804507433]"
34,11,"[0.0007241138509474172, 0.0003618680303622837, 9.122169800122027e-06, 0.006048910710516724, 0.05711052027165179, 0.03516166407094194, 0.0009874275701329852, 0.8963152493155006, 0.003281124010146264]"
35,8,"[6.584441045354707e-05, 0.00019852386291090455, 1.8845268734901986e-06, 0.0035769280564781915, 0.036580836561298916, 0.013342341017447388, 3.176046038686366e-05, 0.9433251358872623, 0.002876745216888331]"
36,8,"[0.007794021052510473, 0.06723405660567625, 0.004037436111178948, 0.02214912653517452, 0.7405824173435113, 0.00870506005720777, 0.0005310567081026922, 0.14577521959527875, 0.0031916059913594122]"
37,8,"[0.00028228550190359384, 0.0004830073559408854, 1.5736081306973974e-05, 1.9661192033361547e-05, 0.6376819260342557, 8.714756802971715e-05, 1.901985780718971e-05, 0.3614049216621478, 6.294746574861715e-06]"
38,11,"[2.511483671355992e-05, 3.240891611158127e-05, 1.1761221708497348e-06, 0.0014953819623661504, 0.0026179245493839843, 0.01566537009724851, 2.2108446361172954e-05, 0.9782131183741813, 0.0019273966954628666]"
