,cluster_id,cluster_cohortney
0,2,12
1,10,0
2,2,1
3,9,10
4,10,8
5,9,0
6,2,8
7,4,6
8,5,0
9,4,6
10,2,12
11,10,8
12,2,8
13,2,8
14,2,1
15,9,12
16,2,12
17,10,4
18,9,0
19,10,8
20,10,0
21,10,0
22,10,0
23,2,0
24,2,7
25,5,0
26,4,0
27,12,0
28,4,8
29,8,8
30,12,0
31,2,8
32,9,0
33,2,0
34,7,0
35,10,8
36,2,0
37,10,0
38,2,0
39,7,0
40,10,4
41,10,0
42,4,0
43,10,0
44,12,0
45,10,2
46,4,0
47,10,0
48,10,8
49,2,0
50,2,12
51,7,0
52,10,0
53,10,0
54,9,0
55,4,0
56,2,12
57,2,8
58,4,0
59,2,12
60,9,4
61,7,0
62,9,3
63,10,5
64,9,0
65,2,8
66,2,0
67,2,4
68,2,12
69,10,0
70,7,11
71,9,0
72,9,3
73,10,12
74,0,4
75,2,12
76,2,0
77,2,0
78,2,8
79,2,8
80,2,7
81,7,0
82,2,0
83,4,1
84,10,0
85,2,0
86,10,0
87,2,0
88,7,0
89,2,0
90,7,0
91,2,4
92,9,8
93,4,0
94,0,0
95,2,7
96,9,0
97,4,0
98,2,8
99,3,0
100,10,0
101,2,0
102,9,12
103,2,9
104,2,3
105,9,3
106,7,0
107,0,12
108,7,0
109,10,0
110,2,8
111,4,3
112,2,8
113,0,0
114,10,0
115,7,0
116,2,8
117,10,7
118,2,0
119,10,4
120,2,8
121,2,7
122,10,4
123,7,12
124,4,3
125,7,0
126,2,6
127,2,0
128,10,8
129,4,8
130,10,8
131,9,3
132,9,8
133,5,8
134,2,8
135,2,0
136,10,1
137,2,8
138,9,8
139,10,8
140,10,8
141,4,3
142,2,8
143,10,8
144,4,8
145,1,8
146,10,8
147,9,8
148,9,3
149,2,8
150,2,8
151,9,8
152,2,8
153,7,8
154,3,8
155,7,8
156,7,8
157,1,3
158,10,8
159,12,8
160,9,8
161,2,8
162,12,8
163,2,12
164,2,6
165,4,3
166,12,8
167,9,8
168,2,8
169,2,1
170,10,8
171,10,8
172,2,8
173,6,5
174,10,8
175,2,11
176,3,8
177,2,3
178,2,8
179,7,1
180,7,4
181,4,1
182,2,3
183,9,8
184,10,1
185,12,8
186,4,8
187,4,8
188,10,8
189,12,8
190,12,3
191,2,12
192,2,9
193,2,8
194,10,8
195,4,8
196,2,3
197,2,3
198,12,8
199,10,8
200,5,8
201,10,8
202,4,8
203,12,3
204,12,1
205,11,8
206,7,8
207,12,8
208,9,2
209,0,8
210,2,7
211,9,8
212,4,8
213,9,8
214,2,3
215,9,10
216,2,8
217,2,8
218,10,8
219,2,8
220,7,8
221,4,8
222,4,8
223,10,8
224,5,8
225,10,8
226,10,8
227,10,8
228,7,8
229,9,8
230,2,3
231,10,3
232,7,8
233,2,8
234,10,8
235,2,8
236,10,8
237,12,8
238,12,8
239,2,8
240,5,8
241,4,8
242,2,8
243,2,8
244,10,8
245,4,8
246,0,8
247,10,8
248,2,8
249,12,8
250,2,8
251,10,8
252,9,8
253,1,8
254,2,1
255,9,8
256,10,5
257,10,1
258,10,6
259,10,2
260,10,0
261,5,10
262,9,0
263,0,2
264,10,8
265,2,1
266,2,8
267,2,1
268,4,12
269,10,9
270,10,1
271,7,12
272,8,11
273,2,0
274,9,11
275,2,7
276,2,0
277,4,12
278,9,12
279,10,4
280,4,12
281,0,10
282,2,0
283,12,0
284,10,0
285,10,12
286,10,0
287,2,12
288,10,12
289,2,12
290,2,8
291,10,10
292,9,9
293,2,1
294,10,4
295,10,3
296,9,10
297,2,12
298,2,1
299,4,12
300,10,1
301,2,1
