,epoch,times,negative ll,purity,cluster_partition
0,0,-176284.690579999,236689.9375,0.434,0.0
1,1,-83459.80614,222473.078125,0.535,0.0
2,2,-107035.56495999917,232224.203125,0.5745,0.0
3,3,-131589.1393400007,235881.328125,0.5855,0.0
4,4,-155912.86167999962,228173.25,0.6065,0.0
5,5,-179552.4210199993,222793.125,0.6225,0.0
6,6,-202339.8355200002,221915.46875,0.6439999999999999,0.0
7,7,-179986.3395799999,221992.5625,0.66,0.0
8,8,-181723.73101999983,221992.65625,0.674,0.0
9,9,-181292.90909999982,222008.140625,0.682,0.0
