,epoch,times,negative ll,purity,cluster_partition
0,0,-73220.8285799995,81849.171875,0.6112500000000001,0.0
1,1,-34107.94166000036,80566.2578125,0.7312500000000001,0.0
2,2,-43883.23964000039,89446.3125,0.9475,0.0
3,3,-53653.50323999999,86804.7421875,0.99875,0.0
4,4,-63417.48007999966,86073.7890625,1.0,0.0
5,5,-73291.53103999968,84217.5078125,1.0,0.0
6,6,-83109.06558000017,83315.265625,0.99875,0.0
7,7,-83020.81859999977,84170.3828125,0.99875,0.0
8,8,-83108.75084,85947.6015625,0.9987499999999999,0.0
9,9,-82824.58622000006,83789.96875,1.0,0.0
