,epoch,times,negative ll,purity,cluster_partition
0,0,-159290.51223999995,188789.140625,0.655,0.0
1,1,-85554.8144599999,156095.65625,0.639375,0.0
2,2,-109631.25219999987,156347.359375,0.7993750000000001,0.0
3,3,-133546.08899999992,168196.65625,0.950625,0.0
4,4,-157458.58149999985,167595.671875,0.988125,0.0
5,5,-181105.58515999932,166461.265625,0.98125,0.0
6,6,-204095.23479999974,165817.6875,0.9781249999999999,0.0
7,7,-204224.00705999928,165737.75,0.9737500000000001,0.0
8,8,-204106.2790000008,165848.46875,0.9737499999999999,0.0
9,9,-204087.43035999942,165983.921875,0.97375,0.0
