,epoch,times,negative ll,purity,cluster_partition
0,0,-160430.86247999978,182888.578125,0.40249999999999997,0.0
1,1,-86236.87403999997,149559.125,0.5499999999999999,0.0
2,2,-110378.55463999993,159659.21875,0.73,0.0
3,3,-134531.65237999987,162249.265625,0.7462500000000001,0.0
4,4,-158550.59521999996,162544.5625,0.746875,0.0
5,5,-182670.69762,162739.390625,0.746875,0.0
6,6,-206730.28257999977,162780.375,0.7468750000000001,0.0
7,7,-206833.35989999992,162470.21875,0.7475,0.0
8,8,-206838.31707999983,162696.546875,0.74875,0.0
9,9,-206717.7036199998,163636.40625,0.80625,0.0
