,epoch,times,negative ll,purity,cluster_partition
0,0,-167015.56178,209161.375,0.6391666666666668,0.0
1,1,-100865.53098000004,103516.421875,0.5375000000000001,0.0
2,2,-126090.92097999994,105581.484375,0.6050000000000001,0.0
3,3,-156261.02295999997,118705.0859375,0.8725,0.0
4,4,-182278.8276799998,123663.390625,0.9333333333333335,0.0
5,5,-204168.52751999977,122995.546875,0.9466666666666668,0.0
6,6,-231827.8899000003,123438.2109375,0.9450000000000002,0.0
7,7,-229996.24845999992,123708.5390625,0.9358333333333334,0.0
8,8,-228213.35915999953,123864.2734375,0.93,0.0
9,9,-141224.17677999998,123975.578125,0.9225,0.0
