,cluster_id,time,seqlength,coh_cluster
0,0,20.1251,49,1
1,0,20.1251,66,1
2,0,20.1251,44,1
3,0,20.1251,43,1
4,0,20.1251,55,1
5,0,20.1251,46,1
6,0,20.1251,55,1
7,0,20.1251,63,1
8,0,20.1251,48,1
9,0,20.1251,49,1
10,0,20.1251,59,1
11,0,20.1251,45,1
12,0,20.1251,44,1
13,0,20.1251,52,1
14,0,20.1251,45,1
15,0,20.1251,36,1
16,0,20.1251,44,1
17,0,20.1251,61,1
18,0,20.1251,42,1
19,0,20.1251,41,1
20,0,20.1251,49,1
21,0,20.1251,50,1
22,0,20.1251,50,1
23,0,20.1251,39,1
24,0,20.1251,60,1
25,0,20.1251,52,1
26,0,20.1251,34,1
27,0,20.1251,63,1
28,0,20.1251,40,1
29,0,20.1251,41,1
30,0,20.1251,53,1
31,0,20.1251,44,1
32,0,20.1251,42,1
33,0,20.1251,37,1
34,0,20.1251,48,1
35,0,20.1251,40,1
36,0,20.1251,42,1
37,0,20.1251,49,1
38,0,20.1251,45,1
39,0,20.1251,59,3
40,0,20.1251,37,1
41,0,20.1251,49,1
42,0,20.1251,50,1
43,0,20.1251,58,1
44,0,20.1251,37,1
45,0,20.1251,40,1
46,0,20.1251,45,1
47,0,20.1251,47,0
48,0,20.1251,47,1
49,0,20.1251,52,1
50,0,20.1251,55,1
51,0,20.1251,46,1
52,0,20.1251,42,1
53,0,20.1251,51,1
54,0,20.1251,52,1
55,0,20.1251,39,1
56,0,20.1251,47,1
57,0,20.1251,46,1
58,0,20.1251,42,1
59,0,20.1251,52,1
60,0,20.1251,54,1
61,0,20.1251,61,1
62,0,20.1251,47,1
63,0,20.1251,53,1
64,0,20.1251,56,3
65,0,20.1251,55,1
66,0,20.1251,51,1
67,0,20.1251,49,0
68,0,20.1251,47,1
69,0,20.1251,54,1
70,0,20.1251,46,1
71,0,20.1251,62,1
72,0,20.1251,42,1
73,0,20.1251,38,1
74,0,20.1251,51,1
75,0,20.1251,40,1
76,0,20.1251,45,1
77,0,20.1251,46,1
78,0,20.1251,51,1
79,0,20.1251,47,1
80,0,20.1251,46,1
81,0,20.1251,39,1
82,0,20.1251,42,1
83,0,20.1251,58,1
84,0,20.1251,37,1
85,0,20.1251,53,1
86,0,20.1251,52,1
87,0,20.1251,44,1
88,0,20.1251,42,1
89,0,20.1251,47,1
90,0,20.1251,38,1
91,0,20.1251,50,1
92,0,20.1251,41,1
93,0,20.1251,54,1
94,0,20.1251,56,1
95,0,20.1251,49,1
96,0,20.1251,50,1
97,0,20.1251,36,1
98,0,20.1251,45,1
99,0,20.1251,42,1
100,0,20.1251,47,1
101,0,20.1251,53,1
102,0,20.1251,48,1
103,0,20.1251,62,2
104,0,20.1251,44,0
105,0,20.1251,43,1
106,0,20.1251,33,1
