purity,created_at
0.5700000000000001,2021-05-21 17:37:53.813060
0.60375,2021-05-21 17:37:54.769746
0.5725,2021-05-21 17:37:55.374681
0.66,2021-05-21 17:37:55.965854
0.67125,2021-05-21 17:37:56.574050
0.665,2021-05-21 17:37:57.092708
0.65125,2021-05-21 17:37:57.658618
0.65,2021-05-21 17:37:58.237233
0.6387499999999999,2021-05-21 17:37:58.758542
0.64125,2021-05-21 17:37:59.357084
0.64,2021-05-21 17:37:59.882318
0.62875,2021-05-21 17:38:00.482759
0.62875,2021-05-21 17:38:01.033124
0.64125,2021-05-21 17:38:01.572073
0.6275000000000001,2021-05-21 17:38:02.159864
0.63375,2021-05-21 17:38:02.695203
0.63375,2021-05-21 17:38:03.246089
0.6312500000000001,2021-05-21 17:38:03.799817
0.6325000000000001,2021-05-21 17:38:04.372783
0.63625,2021-05-21 17:38:04.968680
0.6425000000000001,2021-05-21 17:38:05.566402
0.63625,2021-05-21 17:38:06.162027
0.63125,2021-05-21 17:38:06.673427
0.63125,2021-05-21 17:38:07.264856
0.6312500000000001,2021-05-21 17:38:07.756592
0.6112500000000001,2021-05-21 17:38:08.286730
0.63625,2021-05-21 17:38:08.843855
0.6325,2021-05-21 17:38:09.505165
0.6275,2021-05-21 17:38:10.075265
0.62875,2021-05-21 17:38:10.643915
0.55125,2021-05-21 17:38:11.768166
0.665,2021-05-21 17:38:12.328570
0.6475,2021-05-21 17:38:12.875077
0.6525000000000001,2021-05-21 17:38:13.447579
0.635,2021-05-21 17:38:14.046993
0.6162500000000001,2021-05-21 17:38:14.691914
0.6212500000000001,2021-05-21 17:38:15.333748
0.6675,2021-05-21 17:38:15.989315
0.6075,2021-05-21 17:38:16.577185
0.63875,2021-05-21 17:38:17.190513
0.6275000000000001,2021-05-21 17:38:17.791287
0.6875,2021-05-21 17:38:18.409559
0.67625,2021-05-21 17:38:19.000802
0.71375,2021-05-21 17:38:19.662361
0.7075,2021-05-21 17:38:20.287752
0.7375,2021-05-21 17:38:20.891245
0.755,2021-05-21 17:38:21.498828
0.73875,2021-05-21 17:38:22.155763
0.72875,2021-05-21 17:38:22.753923
0.7,2021-05-21 17:38:23.367234
0.7050000000000001,2021-05-21 17:38:23.964164
0.7000000000000001,2021-05-21 17:38:24.535956
0.70375,2021-05-21 17:38:25.167200
0.685,2021-05-21 17:38:25.762245
0.6925,2021-05-21 17:38:26.401077
0.69125,2021-05-21 17:38:26.975055
0.69125,2021-05-21 17:38:27.578507
0.69,2021-05-21 17:38:28.184674
0.68625,2021-05-21 17:38:28.788553
0.6799999999999999,2021-05-21 17:38:29.344245
0.52875,2021-05-21 17:38:30.405843
0.5825,2021-05-21 17:38:31.065114
0.625,2021-05-21 17:38:31.674429
0.5975,2021-05-21 17:38:32.289845
0.63,2021-05-21 17:38:32.958858
0.64,2021-05-21 17:38:33.606249
0.6275000000000001,2021-05-21 17:38:34.250616
0.59125,2021-05-21 17:38:34.897888
0.6,2021-05-21 17:38:35.478430
0.6012500000000001,2021-05-21 17:38:36.087385
0.595,2021-05-21 17:38:36.681694
0.61375,2021-05-21 17:38:37.303323
0.6112500000000001,2021-05-21 17:38:37.883682
0.61375,2021-05-21 17:38:38.508017
0.61375,2021-05-21 17:38:39.092524
0.6062500000000001,2021-05-21 17:38:39.675576
0.5975,2021-05-21 17:38:40.257170
0.60625,2021-05-21 17:38:40.871281
0.6062500000000001,2021-05-21 17:38:41.500284
0.605,2021-05-21 17:38:42.099330
0.59875,2021-05-21 17:38:42.686645
0.60125,2021-05-21 17:38:43.264578
0.59125,2021-05-21 17:38:43.887031
0.60375,2021-05-21 17:38:44.463558
0.5925,2021-05-21 17:38:45.092122
0.6012500000000001,2021-05-21 17:38:45.678689
0.59125,2021-05-21 17:38:46.293523
0.58875,2021-05-21 17:38:46.882747
0.58125,2021-05-21 17:38:47.466913
0.58,2021-05-21 17:38:48.076766
