,epoch,times,negative ll,purity,cluster_partition
0,0,-185220.13785999996,224378.046875,0.335,0.0
1,1,-88517.3868000001,218353.4375,0.5005000000000001,0.0
2,2,-114151.77469999995,219162.640625,0.5165,0.0
3,3,-139813.18176,216685.40625,0.519,0.0
4,4,-165440.5267199999,214215.921875,0.526,0.0
5,5,-191010.35042000003,213834.671875,0.5305,0.0
6,6,-216482.60164000036,216035.765625,0.5770000000000001,0.0
7,7,-216664.73742000002,218155.53125,0.6115,0.0
8,8,-216536.10324000008,219716.46875,0.6565000000000001,0.0
9,9,-216630.44793999987,221001.265625,0.679,0.0
