,Unnamed: 0,Unnamed: 0.1,cluster_id,time,seqlength,coh_cluster,kmeans_clusters,kmeans_time,gmm_clusters,gmm_time,k_shape_clusters,k_means_softdtw_clusters
0,0,0,0,31.34178,1000,4,3,282.86961,4,278.77114,4,1
1,1,1,0,31.34178,689,4,3,282.86961,0,278.77114,4,3
2,2,2,0,31.34178,1000,4,0,282.86961,0,278.77114,1,1
3,3,3,0,31.34178,1000,4,2,282.86961,0,278.77114,4,3
4,4,4,0,31.34178,1000,4,3,282.86961,0,278.77114,4,1
5,5,5,0,31.34178,682,4,2,282.86961,0,278.77114,4,1
6,6,6,0,31.34178,796,4,3,282.86961,0,278.77114,4,1
7,7,7,0,31.34178,1000,4,3,282.86961,0,278.77114,4,3
8,8,8,0,31.34178,1000,4,3,282.86961,4,278.77114,4,1
9,9,9,0,31.34178,461,4,2,282.86961,0,278.77114,4,1
10,10,10,0,31.34178,1000,4,0,282.86961,0,278.77114,4,1
11,11,11,0,31.34178,779,4,3,282.86961,0,278.77114,4,1
12,12,12,0,31.34178,942,4,2,282.86961,0,278.77114,4,1
13,13,13,0,31.34178,520,4,2,282.86961,0,278.77114,4,1
14,14,14,0,31.34178,990,4,2,282.86961,0,278.77114,4,1
15,15,15,0,31.34178,1000,4,3,282.86961,0,278.77114,4,1
16,16,16,0,31.34178,463,4,0,282.86961,0,278.77114,4,1
17,17,17,0,31.34178,791,4,0,282.86961,0,278.77114,1,1
18,18,18,0,31.34178,867,4,0,282.86961,0,278.77114,4,1
19,19,19,0,31.34178,446,4,3,282.86961,0,278.77114,4,3
20,20,20,0,31.34178,865,4,2,282.86961,0,278.77114,4,1
21,21,21,0,31.34178,1000,4,3,282.86961,0,278.77114,4,3
22,22,22,0,31.34178,954,4,2,282.86961,0,278.77114,4,3
23,23,23,0,31.34178,1000,4,2,282.86961,0,278.77114,4,1
24,24,24,0,31.34178,669,4,3,282.86961,0,278.77114,4,1
25,25,25,0,31.34178,442,4,3,282.86961,0,278.77114,4,3
26,26,26,0,31.34178,878,4,3,282.86961,0,278.77114,4,3
27,27,27,0,31.34178,1000,4,0,282.86961,0,278.77114,1,1
28,28,28,0,31.34178,839,4,2,282.86961,0,278.77114,4,1
29,29,29,0,31.34178,1000,4,3,282.86961,0,278.77114,4,3
30,30,30,0,31.34178,1000,4,0,282.86961,0,278.77114,1,1
31,31,31,0,31.34178,1000,4,0,282.86961,0,278.77114,4,1
32,32,32,0,31.34178,1000,4,2,282.86961,0,278.77114,4,1
33,33,33,0,31.34178,947,4,2,282.86961,0,278.77114,4,3
34,34,34,0,31.34178,1000,4,0,282.86961,0,278.77114,1,1
35,35,35,0,31.34178,887,4,0,282.86961,0,278.77114,4,1
36,36,36,0,31.34178,1000,4,3,282.86961,0,278.77114,4,3
37,37,37,0,31.34178,1000,4,3,282.86961,0,278.77114,4,3
38,38,38,0,31.34178,605,4,3,282.86961,0,278.77114,4,1
39,39,39,0,31.34178,1000,4,3,282.86961,0,278.77114,4,3
40,40,40,0,31.34178,1000,4,3,282.86961,0,278.77114,4,1
41,41,41,0,31.34178,634,4,2,282.86961,0,278.77114,4,1
42,42,42,0,31.34178,1000,4,0,282.86961,0,278.77114,4,1
43,43,43,0,31.34178,421,4,0,282.86961,0,278.77114,1,1
44,44,44,0,31.34178,812,4,0,282.86961,0,278.77114,4,1
45,45,45,0,31.34178,1000,4,3,282.86961,0,278.77114,4,3
46,46,46,0,31.34178,472,4,2,282.86961,0,278.77114,4,1
47,47,47,0,31.34178,570,4,0,282.86961,0,278.77114,1,1
48,48,48,0,31.34178,1000,4,2,282.86961,0,278.77114,4,1
49,49,49,0,31.34178,526,4,3,282.86961,0,278.77114,4,1
50,50,50,0,31.34178,722,4,3,282.86961,0,278.77114,4,3
51,51,51,0,31.34178,841,4,0,282.86961,0,278.77114,4,1
52,52,52,0,31.34178,634,4,3,282.86961,0,278.77114,4,1
53,53,53,0,31.34178,1000,4,0,282.86961,0,278.77114,4,1
54,54,54,0,31.34178,1000,4,0,282.86961,0,278.77114,4,1
55,55,55,0,31.34178,596,4,3,282.86961,0,278.77114,4,3
56,56,56,0,31.34178,644,4,0,282.86961,0,278.77114,4,1
57,57,57,0,31.34178,446,4,2,282.86961,0,278.77114,4,3
58,58,58,0,31.34178,839,4,0,282.86961,0,278.77114,4,1
59,59,59,0,31.34178,1000,4,3,282.86961,0,278.77114,4,1
60,60,60,0,31.34178,1000,4,3,282.86961,0,278.77114,4,1
61,61,61,0,31.34178,1000,4,0,282.86961,0,278.77114,1,1
62,62,62,0,31.34178,1000,4,2,282.86961,0,278.77114,4,1
63,63,63,0,31.34178,1000,4,0,282.86961,0,278.77114,4,1
64,64,64,0,31.34178,649,4,0,282.86961,0,278.77114,1,1
65,65,65,0,31.34178,1000,4,0,282.86961,0,278.77114,1,1
66,66,66,0,31.34178,686,4,3,282.86961,0,278.77114,4,1
67,67,67,0,31.34178,1000,4,0,282.86961,0,278.77114,4,1
68,68,68,0,31.34178,1000,4,2,282.86961,0,278.77114,4,3
69,69,69,0,31.34178,1000,4,2,282.86961,0,278.77114,4,1
70,70,70,0,31.34178,1000,4,2,282.86961,0,278.77114,4,1
71,71,71,0,31.34178,1000,4,3,282.86961,0,278.77114,4,3
72,72,72,0,31.34178,629,4,0,282.86961,0,278.77114,4,1
73,73,73,0,31.34178,976,4,0,282.86961,0,278.77114,4,1
74,74,74,0,31.34178,620,4,2,282.86961,0,278.77114,1,1
75,75,75,0,31.34178,1000,4,2,282.86961,0,278.77114,4,1
76,76,76,0,31.34178,1000,4,0,282.86961,0,278.77114,4,1
77,77,77,0,31.34178,1000,4,0,282.86961,0,278.77114,4,1
78,78,78,0,31.34178,946,4,3,282.86961,0,278.77114,4,3
79,79,79,0,31.34178,989,4,3,282.86961,0,278.77114,4,3
80,80,80,0,31.34178,428,4,3,282.86961,0,278.77114,4,1
81,81,81,0,31.34178,934,4,3,282.86961,0,278.77114,4,1
82,82,82,0,31.34178,945,4,3,282.86961,0,278.77114,4,3
83,83,83,0,31.34178,635,4,2,282.86961,0,278.77114,4,3
84,84,84,0,31.34178,1000,4,3,282.86961,0,278.77114,4,3
85,85,85,0,31.34178,1000,4,3,282.86961,0,278.77114,4,3
