,cluster_id,cluster_tsfresh
0,0.0,1
1,0.0,2
2,0.0,2
3,0.0,1
4,0.0,4
5,0.0,1
6,0.0,1
7,0.0,4
8,0.0,3
9,0.0,2
10,0.0,0
11,0.0,4
12,0.0,1
13,0.0,1
14,0.0,0
15,0.0,3
16,0.0,4
17,0.0,0
18,0.0,1
19,0.0,0
20,0.0,3
21,0.0,3
22,0.0,3
23,0.0,0
24,0.0,4
25,0.0,4
26,0.0,0
27,0.0,3
28,0.0,2
29,0.0,4
30,0.0,4
31,0.0,2
32,0.0,3
33,0.0,4
34,0.0,2
35,0.0,0
36,0.0,3
37,0.0,0
38,0.0,3
39,0.0,4
40,0.0,4
41,0.0,1
42,0.0,4
43,0.0,4
44,0.0,1
45,0.0,1
46,0.0,1
47,0.0,1
48,0.0,1
49,0.0,1
50,0.0,0
51,0.0,4
52,0.0,0
53,0.0,1
54,0.0,2
55,0.0,0
56,0.0,2
57,0.0,3
58,0.0,1
59,0.0,2
60,0.0,2
61,0.0,4
62,0.0,4
63,0.0,3
64,0.0,2
65,0.0,4
66,0.0,3
67,0.0,4
68,0.0,3
69,0.0,0
70,0.0,0
71,0.0,1
72,0.0,1
73,0.0,4
74,0.0,1
75,0.0,1
76,0.0,1
77,0.0,3
78,0.0,4
79,0.0,3
80,0.0,0
81,0.0,0
82,0.0,0
83,0.0,3
84,0.0,2
85,0.0,0
86,0.0,0
87,0.0,1
88,0.0,2
89,0.0,0
90,0.0,0
91,0.0,4
92,0.0,1
93,0.0,4
94,0.0,2
95,0.0,1
96,0.0,4
97,0.0,2
98,0.0,4
99,0.0,2
100,0.0,2
101,0.0,2
102,0.0,4
103,0.0,4
104,0.0,3
105,0.0,0
106,0.0,1
107,0.0,4
108,0.0,3
109,0.0,1
110,0.0,0
111,0.0,4
112,0.0,1
113,0.0,1
114,0.0,1
115,0.0,2
116,0.0,1
117,0.0,2
118,0.0,0
119,0.0,3
120,0.0,3
121,0.0,2
122,0.0,4
123,0.0,1
124,0.0,2
125,0.0,4
126,0.0,0
127,0.0,1
128,0.0,2
129,0.0,3
130,0.0,4
131,0.0,3
132,0.0,4
133,0.0,3
134,0.0,4
135,0.0,4
136,0.0,3
137,0.0,0
