,epoch,times,negative ll,purity,cluster_partition
0,0,-125996.86137999874,234049.578125,0.35050000000000003,0.0
1,1,-40554.10811999813,199135.921875,0.44850000000000007,0.0
2,2,-50803.40525999898,194090.15625,0.5545,0.0
3,3,-61838.70570000028,194619.09375,0.7165000000000001,0.0
4,4,-73342.43920000037,195001.71875,0.8040000000000002,0.0
5,5,-83250.18643999938,195551.0,0.9115,0.0
6,6,-91758.74368000077,195757.796875,0.9564999999999999,0.0
7,7,-86793.82929999847,195629.09375,0.9620000000000002,0.0
8,8,-79752.83711999888,195430.21875,0.9615000000000001,0.0
9,9,-87585.7443199982,195236.171875,0.9625,0.0
