,epoch,times,negative ll,purity,cluster_partition
0,0,-147860.10034000035,184066.703125,0.631875,0.0
1,1,-72054.28694000002,186745.3125,0.68,0.0
2,2,-92910.56432000012,188412.625,0.81625,0.0
3,3,-113897.12000000058,187963.171875,0.925,0.0
4,4,-135000.6391799997,188835.078125,0.9724999999999999,0.0
5,5,-155964.5841600001,189609.640625,0.9762500000000001,0.0
6,6,-176817.2815400001,189802.78125,0.9881249999999999,0.0
7,7,-176673.84899999946,190340.6875,0.993125,0.0
8,8,-175034.2244600004,190589.09375,0.995625,0.0
9,9,-174701.17874000105,190619.046875,0.9950000000000001,0.0
