,epoch,times,negative ll,purity,cluster_partition
0,0,-241719.57748000044,277860.75,0.4675,0.0
1,1,-151862.08468000055,167618.59375,0.713125,0.0
2,2,-191343.2662200008,132309.609375,0.541875,0.0
3,3,-231387.88499999908,140068.25,0.575625,0.0
4,4,-270543.5788799997,145630.140625,0.604375,0.0
5,5,-309335.1060400007,149117.609375,0.705625,0.0
6,6,-341611.5135400009,150775.625,0.773125,0.0
7,7,-336165.27918000007,151918.515625,0.825625,0.0
8,8,-335732.32737999875,153063.703125,0.8618750000000002,0.0
9,9,-335990.2827999997,153453.8125,0.8531249999999999,0.0
