,epoch,times,negative ll,purity,cluster_partition
0,0,-124941.03287999984,143630.828125,0.4291666666666667,0.0
1,1,-72602.22357999999,103066.734375,0.4675000000000001,0.0
2,2,-93146.75923999981,105821.2734375,0.6683333333333333,0.0
3,3,-113253.36301999982,106559.3984375,0.7250000000000001,0.0
4,4,-133322.2533399996,108232.7421875,0.8883333333333334,0.0
5,5,-153679.4279599993,108760.5234375,0.9575,0.0
6,6,-173464.03714000015,108582.03125,0.9733333333333333,0.0
7,7,-173687.0660600008,108402.125,0.9733333333333333,0.0
8,8,-173970.88312000036,108298.03125,0.9683333333333335,0.0
9,9,-173661.60218000063,108250.8671875,0.9658333333333334,0.0
