,Unnamed: 0,Unnamed: 0.1,cluster_id,seqlength,kmeans_clusters,kmeans_time,gmm_clusters,gmm_time,time,coh_cluster,k_shape_clusters,k_means_softdtw_clusters
0,0,0,7,3,0,2259.8106,0,2236.86127,41.13461,4,3,7
1,1,1,7,2,0,2259.8106,0,2236.86127,41.13461,4,3,5
2,2,2,5,2,0,2259.8106,0,2236.86127,41.13461,4,7,1
3,3,3,7,3,0,2259.8106,0,2236.86127,41.13461,4,3,1
4,4,4,3,2,0,2259.8106,0,2236.86127,41.13461,7,3,7
5,5,5,3,2,0,2259.8106,0,2236.86127,41.13461,4,1,8
6,6,6,1,3,0,2259.8106,0,2236.86127,41.13461,7,3,1
7,7,7,8,2,0,2259.8106,0,2236.86127,41.13461,4,3,1
8,8,8,0,2,0,2259.8106,0,2236.86127,41.13461,4,3,1
9,9,9,6,4,0,2259.8106,0,2236.86127,41.13461,4,3,1
10,10,10,5,4,0,2259.8106,0,2236.86127,41.13461,4,3,0
11,11,11,7,3,0,2259.8106,0,2236.86127,41.13461,4,1,1
12,12,12,6,6,0,2259.8106,0,2236.86127,41.13461,4,3,1
13,13,13,7,3,0,2259.8106,0,2236.86127,41.13461,4,3,7
14,14,14,7,4,0,2259.8106,0,2236.86127,41.13461,4,3,6
15,15,15,3,3,0,2259.8106,0,2236.86127,41.13461,4,8,1
16,16,16,6,2,0,2259.8106,0,2236.86127,41.13461,4,3,0
17,17,17,8,2,0,2259.8106,0,2236.86127,41.13461,4,7,1
18,18,18,1,3,0,2259.8106,0,2236.86127,41.13461,4,3,7
19,19,19,6,2,0,2259.8106,0,2236.86127,41.13461,4,3,1
20,20,20,2,3,0,2259.8106,0,2236.86127,41.13461,4,3,1
21,21,21,1,2,0,2259.8106,0,2236.86127,41.13461,4,2,1
22,22,22,5,5,0,2259.8106,0,2236.86127,41.13461,1,8,7
23,23,23,7,3,0,2259.8106,0,2236.86127,41.13461,4,3,0
24,24,24,6,4,0,2259.8106,0,2236.86127,41.13461,0,3,1
25,25,25,7,2,0,2259.8106,0,2236.86127,41.13461,4,1,1
26,26,26,3,4,0,2259.8106,0,2236.86127,41.13461,0,3,1
27,27,27,2,3,0,2259.8106,0,2236.86127,41.13461,1,3,7
28,28,28,1,4,0,2259.8106,0,2236.86127,41.13461,6,1,1
29,29,29,1,4,0,2259.8106,0,2236.86127,41.13461,0,3,0
30,30,30,7,4,0,2259.8106,0,2236.86127,41.13461,4,3,1
31,31,31,6,3,0,2259.8106,0,2236.86127,41.13461,7,3,7
32,32,32,6,2,2,2259.8106,2,2236.86127,41.13461,4,3,1
33,33,33,6,2,0,2259.8106,0,2236.86127,41.13461,7,3,1
34,34,34,7,3,0,2259.8106,0,2236.86127,41.13461,4,1,1
35,35,35,1,4,0,2259.8106,0,2236.86127,41.13461,1,3,7
36,36,36,1,2,0,2259.8106,0,2236.86127,41.13461,4,3,7
37,37,37,8,3,0,2259.8106,0,2236.86127,41.13461,4,3,1
38,38,38,8,2,0,2259.8106,0,2236.86127,41.13461,4,3,7
39,39,39,8,3,0,2259.8106,0,2236.86127,41.13461,4,3,1
40,40,40,1,2,0,2259.8106,0,2236.86127,41.13461,1,3,7
41,41,41,1,2,0,2259.8106,0,2236.86127,41.13461,1,3,7
42,42,42,8,4,0,2259.8106,0,2236.86127,41.13461,4,3,1
43,43,43,8,2,0,2259.8106,0,2236.86127,41.13461,4,3,0
44,44,44,8,2,0,2259.8106,0,2236.86127,41.13461,4,3,1
45,45,45,8,2,0,2259.8106,0,2236.86127,41.13461,4,3,7
46,46,46,5,2,0,2259.8106,0,2236.86127,41.13461,4,3,1
47,47,47,8,2,0,2259.8106,0,2236.86127,41.13461,4,4,1
48,48,48,7,5,0,2259.8106,0,2236.86127,41.13461,4,3,1
49,49,49,4,3,0,2259.8106,0,2236.86127,41.13461,6,3,1
50,50,50,5,2,0,2259.8106,0,2236.86127,41.13461,4,3,1
51,51,51,7,2,0,2259.8106,0,2236.86127,41.13461,4,3,0
52,52,52,7,3,0,2259.8106,0,2236.86127,41.13461,4,3,7
53,53,53,3,4,0,2259.8106,0,2236.86127,41.13461,7,8,1
54,54,54,1,3,0,2259.8106,0,2236.86127,41.13461,4,8,1
55,55,55,8,4,0,2259.8106,0,2236.86127,41.13461,0,3,7
56,56,56,6,7,0,2259.8106,0,2236.86127,41.13461,4,3,7
57,57,57,3,2,0,2259.8106,0,2236.86127,41.13461,0,3,1
58,58,58,7,3,0,2259.8106,0,2236.86127,41.13461,8,3,1
59,59,59,5,5,0,2259.8106,0,2236.86127,41.13461,4,3,1
60,60,60,2,4,0,2259.8106,0,2236.86127,41.13461,6,3,1
61,61,61,6,2,0,2259.8106,0,2236.86127,41.13461,4,1,1
62,62,62,0,3,3,2259.8106,6,2236.86127,41.13461,4,3,1
63,63,63,7,4,0,2259.8106,0,2236.86127,41.13461,4,3,0
64,64,64,6,5,0,2259.8106,0,2236.86127,41.13461,4,3,1
