,Unnamed: 0,Unnamed: 0.1,cluster_id,time,seqlength,coh_cluster,kmeans_clusters,kmeans_time,gmm_clusters,gmm_time,k_shape_clusters,k_means_softdtw_clusters
0,0,0,0,10.53924,59,0,0,96.46326,1,95.31187,1,1
1,1,1,0,10.53924,50,0,0,96.46326,1,95.31187,0,1
2,2,2,0,10.53924,63,0,0,96.46326,1,95.31187,0,1
3,3,3,0,10.53924,48,0,0,96.46326,1,95.31187,0,1
4,4,4,0,10.53924,53,0,0,96.46326,1,95.31187,0,1
5,5,5,0,10.53924,57,0,0,96.46326,1,95.31187,0,1
6,6,6,0,10.53924,53,0,0,96.46326,1,95.31187,0,1
7,7,7,0,10.53924,48,0,0,96.46326,1,95.31187,0,1
8,8,8,0,10.53924,55,0,0,96.46326,1,95.31187,1,1
9,9,9,0,10.53924,57,0,0,96.46326,1,95.31187,0,1
10,10,10,0,10.53924,54,0,0,96.46326,1,95.31187,0,1
11,11,11,0,10.53924,53,0,0,96.46326,1,95.31187,0,1
12,12,12,0,10.53924,49,0,0,96.46326,1,95.31187,0,1
13,13,13,0,10.53924,49,0,0,96.46326,1,95.31187,0,1
14,14,14,0,10.53924,48,0,0,96.46326,1,95.31187,0,1
15,15,15,0,10.53924,46,0,0,96.46326,1,95.31187,1,1
16,16,16,0,10.53924,58,0,0,96.46326,1,95.31187,1,1
17,17,17,0,10.53924,58,0,0,96.46326,1,95.31187,0,1
18,18,18,0,10.53924,53,0,0,96.46326,1,95.31187,0,1
19,19,19,0,10.53924,48,0,0,96.46326,1,95.31187,1,1
20,20,20,0,10.53924,56,0,0,96.46326,1,95.31187,0,1
21,21,21,0,10.53924,42,0,0,96.46326,1,95.31187,0,1
22,22,22,0,10.53924,63,0,0,96.46326,1,95.31187,0,1
23,23,23,0,10.53924,53,0,0,96.46326,1,95.31187,1,1
24,24,24,0,10.53924,48,0,0,96.46326,1,95.31187,0,1
25,25,25,0,10.53924,60,0,0,96.46326,1,95.31187,1,1
26,26,26,0,10.53924,59,0,0,96.46326,1,95.31187,1,1
27,27,27,0,10.53924,59,0,0,96.46326,1,95.31187,0,1
28,28,28,0,10.53924,53,0,0,96.46326,1,95.31187,0,1
29,29,29,0,10.53924,57,0,0,96.46326,1,95.31187,0,1
30,30,30,0,10.53924,53,0,0,96.46326,1,95.31187,0,1
31,31,31,0,10.53924,50,0,0,96.46326,1,95.31187,0,1
32,32,32,0,10.53924,44,0,0,96.46326,1,95.31187,1,1
33,33,33,0,10.53924,59,0,0,96.46326,1,95.31187,0,1
34,34,34,0,10.53924,55,0,0,96.46326,1,95.31187,0,1
35,35,35,0,10.53924,50,0,0,96.46326,1,95.31187,0,1
36,36,36,0,10.53924,47,0,0,96.46326,1,95.31187,0,1
37,37,37,0,10.53924,44,0,0,96.46326,1,95.31187,0,1
38,38,38,0,10.53924,56,0,0,96.46326,1,95.31187,1,1
39,39,39,0,10.53924,53,0,0,96.46326,1,95.31187,1,1
40,40,40,0,10.53924,42,0,0,96.46326,1,95.31187,0,1
41,41,41,0,10.53924,45,0,0,96.46326,1,95.31187,0,1
42,42,42,0,10.53924,46,0,0,96.46326,1,95.31187,1,1
43,43,43,0,10.53924,52,0,0,96.46326,1,95.31187,0,1
44,44,44,0,10.53924,54,0,0,96.46326,1,95.31187,1,1
45,45,45,0,10.53924,46,0,0,96.46326,1,95.31187,0,1
46,46,46,0,10.53924,38,0,0,96.46326,1,95.31187,1,1
47,47,47,0,10.53924,58,0,0,96.46326,1,95.31187,0,1
48,48,48,0,10.53924,57,0,0,96.46326,1,95.31187,0,1
49,49,49,0,10.53924,57,0,0,96.46326,1,95.31187,0,1
50,50,50,0,10.53924,56,0,0,96.46326,1,95.31187,0,1
51,51,51,0,10.53924,44,0,0,96.46326,1,95.31187,0,1
52,52,52,0,10.53924,65,0,0,96.46326,1,95.31187,0,1
53,53,53,0,10.53924,66,0,0,96.46326,1,95.31187,1,1
54,54,54,0,10.53924,61,0,0,96.46326,1,95.31187,0,1
55,55,55,0,10.53924,57,0,0,96.46326,1,95.31187,1,1
56,56,56,0,10.53924,54,0,0,96.46326,1,95.31187,0,1
57,57,57,0,10.53924,51,0,0,96.46326,1,95.31187,0,1
58,58,58,0,10.53924,61,0,0,96.46326,1,95.31187,0,1
59,59,59,0,10.53924,42,0,0,96.46326,1,95.31187,0,1
60,60,60,0,10.53924,51,0,0,96.46326,1,95.31187,0,1
61,61,61,0,10.53924,55,0,0,96.46326,1,95.31187,1,1
62,62,62,0,10.53924,42,0,0,96.46326,1,95.31187,1,1
63,63,63,0,10.53924,50,0,0,96.46326,1,95.31187,0,1
64,64,64,0,10.53924,49,0,0,96.46326,1,95.31187,0,1
65,65,65,0,10.53924,52,0,0,96.46326,1,95.31187,1,1
66,66,66,0,10.53924,65,0,0,96.46326,1,95.31187,0,1
67,67,67,0,10.53924,49,0,0,96.46326,1,95.31187,1,1
