,epoch,times,negative ll,purity,cluster_partition
0,0,-109855.80842000025,150699.0,0.6391666666666668,0.0
1,1,-51573.21282000048,148524.21875,0.73,0.0
2,2,-66402.8328199999,153046.796875,0.8525,0.0
3,3,-81343.4329400002,148756.578125,0.8916666666666667,0.0
4,4,-96158.18819999928,144346.84375,0.8866666666666667,0.0
5,5,-111038.44095999957,141630.25,0.8841666666666667,0.0
6,6,-125952.1211600001,142203.21875,0.895,0.0
7,7,-125367.2785799997,142529.609375,0.9158333333333334,0.0
8,8,-125380.7482400001,142605.1875,0.9275000000000001,0.0
9,9,-125373.21899999981,142640.84375,0.935,0.0
