,epoch,times,negative ll,purity,cluster_partition
0,0,-181491.52319999994,231460.671875,0.43350000000000005,0.0
1,1,-86381.21719999937,235451.015625,0.573,0.0
2,2,-111207.98825999955,229994.34375,0.5585,0.0
3,3,-136191.10770000028,218459.421875,0.601,0.0
4,4,-161240.37612000015,228026.265625,0.6365,0.0
5,5,-186090.56743999943,227300.140625,0.649,0.0
6,6,-211175.05582000013,224310.0,0.6539999999999999,0.0
7,7,-209675.85058000055,221965.65625,0.656,0.0
8,8,-204563.65054000053,221091.59375,0.6605000000000001,0.0
9,9,-203391.1838,220762.96875,0.6705,0.0
