,event_id,event_pred
0,4,"[0.7964925287783812, 0.014079152245632042, 0.08372890126676559, 0.017859561569895977, 0.08783985613932523]"
1,0,"[0.5977254388237913, 0.016197009440153166, 0.17745051052602925, 0.019952457543744927, 0.1886745836662813]"
2,0,"[0.7626699940601752, 0.013259903158606512, 0.10828148987861023, 0.016688982382486957, 0.09909963052012104]"
3,4,"[0.6964464665627825, 0.014731025734491601, 0.13369513256121682, 0.01846960658601692, 0.1366577685554922]"
4,2,"[0.7677151694353022, 0.013993522818955915, 0.09561567337161442, 0.018378321163706864, 0.10429731321042061]"
5,4,"[0.7227504076150655, 0.014213379888865715, 0.11792979077098112, 0.018494572139369857, 0.12661184958571772]"
6,0,"[0.7757243980867214, 0.01765634521966323, 0.12141469061626359, 0.012453420421086565, 0.0727511456562651]"
7,4,"[0.68184117924224, 0.03214076179415383, 0.15129714742376235, 0.024158878376474232, 0.11056203316336956]"
8,4,"[0.7765068138122241, 0.017430185261618415, 0.11763827154703155, 0.014129757815664525, 0.07429497156346135]"
9,2,"[0.7898182968708107, 0.01452511488864378, 0.09029077602296007, 0.017685114436454014, 0.08768069778113106]"
10,4,"[0.8632407688998041, 0.014641817822352863, 0.07146519870526866, 0.010267055131119881, 0.0403851594414545]"
11,4,"[0.7753046440339576, 0.015151339081483401, 0.0917060192921755, 0.018961516395089143, 0.09887648119729447]"
12,4,"[0.4464605893748632, 0.06825566169493957, 0.14532401184581462, 0.07154496014788637, 0.2684147769364962]"
13,2,"[0.7107280434181761, 0.02509843391779183, 0.15370975880925797, 0.016869792602565905, 0.09359397125220825]"
14,4,"[0.6900590628306681, 0.019340670675928127, 0.170195003667104, 0.014663831744917992, 0.10574143108138175]"
15,2,"[0.8044933171013837, 0.013080476712400202, 0.08167400148102691, 0.01686965086945802, 0.0838825538357314]"
16,4,"[0.5339640180398648, 0.02135881341881682, 0.20958721135995587, 0.022028380333449765, 0.2130615768479127]"
17,0,"[0.6934458387506088, 0.013301092832727283, 0.1372897384525387, 0.017573253224262026, 0.1383900767398631]"
18,0,"[0.8185763844172301, 0.013333580939435154, 0.07366562005949083, 0.017186753646533038, 0.0772376609373109]"
19,2,"[0.6764931450831815, 0.02144895516766435, 0.12466218390816551, 0.026305746165097527, 0.15108996967589117]"
20,2,"[0.7196989154772013, 0.025454378655469, 0.15284725140233865, 0.015340253531245048, 0.08665920093374609]"
21,0,"[0.8526490874148693, 0.015131882501462628, 0.07438680929283092, 0.01138717466140455, 0.046445046129432545]"
22,0,"[0.7595553222641941, 0.014329620160395793, 0.09924123804480459, 0.01850617691741783, 0.10836764261318785]"
23,2,"[0.7528846713602487, 0.015322096464299642, 0.10419346596085108, 0.01849086960014583, 0.10910889661445461]"
24,0,"[0.8364008343183683, 0.013589232733694166, 0.06852569200429247, 0.016590569270505257, 0.06489367167314002]"
25,0,"[0.7292308134852631, 0.023925353612677988, 0.1143466128544404, 0.02533763461200152, 0.107159585435617]"
26,0,"[0.4687331908528584, 0.045077374458410986, 0.1610329831559, 0.05685275256554104, 0.2683036989672895]"
27,0,"[0.5051860838600196, 0.04151576893977566, 0.17527086277108703, 0.04207174484168109, 0.2359555395874367]"
28,2,"[0.5887923589773708, 0.017678302439341615, 0.1907011283181553, 0.01968438493210373, 0.1831438253330284]"
29,0,"[0.7740080355448049, 0.014345099104011782, 0.09934014255221078, 0.01769208939655972, 0.09461463340241297]"
30,2,"[0.6871922674121143, 0.026514293469883658, 0.1552191415790466, 0.020560591272001345, 0.1105137062669542]"
31,2,"[0.7131623300790407, 0.016786482607451532, 0.15355555045719893, 0.01448076855309263, 0.10201486830321625]"
32,4,"[0.729855725373275, 0.01720558318441053, 0.10500173637073748, 0.021905299718495436, 0.1260316553530816]"
33,2,"[0.822910430406344, 0.01637791677196097, 0.09411209123034865, 0.011417511685458051, 0.055182049905888146]"
34,2,"[0.7917106687933696, 0.014009688347357878, 0.0904011931047507, 0.01718382706400033, 0.08669462269052154]"
35,0,"[0.7880986655102293, 0.013370434667324129, 0.09118164814137031, 0.01649886164549643, 0.09085039003557983]"
36,2,"[0.5938371071668005, 0.022133121762006516, 0.1779964193966321, 0.02487961416582533, 0.1811537375087355]"
37,0,"[0.8025284508100582, 0.01612316963752636, 0.10231541677025106, 0.012636793487834183, 0.06639616929433036]"
38,2,"[0.7358080572789063, 0.0379886079505959, 0.10432051330244937, 0.03145525868341798, 0.0904275627846303]"
39,0,"[0.8171008207649509, 0.016206747934424216, 0.08977789671805492, 0.013730329702966577, 0.06318420487960322]"
40,0,"[0.7795038658729786, 0.01424722237697093, 0.09716253956874545, 0.017620382523410538, 0.0914659896578945]"
41,2,"[0.7588105462150293, 0.015259181374214012, 0.09869166998776943, 0.019247828242452775, 0.10799077418053443]"
42,4,"[0.735316965998877, 0.014604594278658718, 0.1102158924136456, 0.018742327686462626, 0.12112021962235625]"
43,0,"[0.5968808557845202, 0.05041262793472438, 0.13036836430951873, 0.05381430217733716, 0.16852384979389948]"
