,Unnamed: 0,Unnamed: 0.1,cluster_id,time,seqlength,coh_cluster,kmeans_clusters,kmeans_time,gmm_clusters,gmm_time,k_shape_clusters,k_means_softdtw_clusters
0,0,0,0,11.9813,59,1,0,100.329,1,99.00291,0,1
1,1,1,0,11.9813,50,1,0,100.329,1,99.00291,1,1
2,2,2,0,11.9813,63,1,0,100.329,1,99.00291,1,1
3,3,3,0,11.9813,48,1,0,100.329,1,99.00291,1,1
4,4,4,0,11.9813,53,1,0,100.329,1,99.00291,1,1
5,5,5,0,11.9813,57,1,0,100.329,1,99.00291,0,1
6,6,6,0,11.9813,53,1,0,100.329,1,99.00291,0,1
7,7,7,0,11.9813,48,1,0,100.329,1,99.00291,1,1
8,8,8,0,11.9813,55,1,0,100.329,1,99.00291,0,1
9,9,9,0,11.9813,57,1,0,100.329,1,99.00291,0,1
10,10,10,0,11.9813,54,1,0,100.329,1,99.00291,1,1
11,11,11,0,11.9813,53,1,0,100.329,1,99.00291,1,1
12,12,12,0,11.9813,49,1,0,100.329,1,99.00291,1,1
13,13,13,0,11.9813,49,1,0,100.329,1,99.00291,0,1
14,14,14,0,11.9813,48,1,0,100.329,1,99.00291,1,1
15,15,15,0,11.9813,46,1,0,100.329,1,99.00291,0,1
16,16,16,0,11.9813,58,1,0,100.329,1,99.00291,1,1
17,17,17,0,11.9813,58,1,0,100.329,1,99.00291,0,1
18,18,18,0,11.9813,53,1,0,100.329,1,99.00291,1,1
19,19,19,0,11.9813,48,1,0,100.329,1,99.00291,0,1
20,20,20,0,11.9813,56,1,0,100.329,1,99.00291,1,1
21,21,21,0,11.9813,42,1,0,100.329,1,99.00291,1,1
22,22,22,0,11.9813,63,1,0,100.329,1,99.00291,1,1
23,23,23,0,11.9813,53,1,0,100.329,1,99.00291,1,1
24,24,24,0,11.9813,48,1,0,100.329,1,99.00291,1,1
25,25,25,0,11.9813,60,1,0,100.329,1,99.00291,0,1
26,26,26,0,11.9813,59,1,0,100.329,1,99.00291,0,1
27,27,27,0,11.9813,59,1,0,100.329,1,99.00291,1,1
28,28,28,0,11.9813,53,1,0,100.329,1,99.00291,0,1
29,29,29,0,11.9813,57,1,0,100.329,1,99.00291,1,1
30,30,30,0,11.9813,53,1,0,100.329,1,99.00291,1,1
31,31,31,0,11.9813,50,1,0,100.329,1,99.00291,1,1
32,32,32,0,11.9813,44,1,0,100.329,1,99.00291,0,1
