,Unnamed: 0,Unnamed: 0.1,cluster_id,seqlength,kmeans_clusters,kmeans_time,gmm_clusters,gmm_time,time,coh_cluster,k_shape_clusters,k_means_softdtw_clusters
0,0,0,0,45,0,189.92469,0,188.14529,30.20728,0,1,1
1,1,1,0,37,0,189.92469,0,188.14529,30.20728,0,2,1
2,2,2,0,33,0,189.92469,0,188.14529,30.20728,0,2,1
3,3,3,0,63,0,189.92469,0,188.14529,30.20728,0,2,1
4,4,4,0,64,0,189.92469,0,188.14529,30.20728,0,2,1
5,5,5,0,55,0,189.92469,0,188.14529,30.20728,0,3,1
6,6,6,0,64,0,189.92469,0,188.14529,30.20728,0,3,1
7,7,7,0,56,0,189.92469,0,188.14529,30.20728,0,1,1
8,8,8,0,64,0,189.92469,0,188.14529,30.20728,0,2,1
9,9,9,0,54,0,189.92469,0,188.14529,30.20728,0,2,1
10,10,10,0,55,0,189.92469,0,188.14529,30.20728,0,0,1
11,11,11,0,57,0,189.92469,0,188.14529,30.20728,0,3,1
12,12,12,0,53,0,189.92469,0,188.14529,30.20728,0,3,1
13,13,13,0,37,0,189.92469,0,188.14529,30.20728,0,2,1
14,14,14,0,33,0,189.92469,0,188.14529,30.20728,0,3,1
15,15,15,0,52,0,189.92469,0,188.14529,30.20728,0,2,1
16,16,16,0,58,0,189.92469,0,188.14529,30.20728,0,1,1
17,17,17,0,38,0,189.92469,0,188.14529,30.20728,0,3,1
18,18,18,0,55,0,189.92469,0,188.14529,30.20728,0,1,1
19,19,19,0,51,0,189.92469,0,188.14529,30.20728,0,3,1
20,20,20,0,44,0,189.92469,0,188.14529,30.20728,0,2,2
21,21,21,0,65,0,189.92469,0,188.14529,30.20728,0,1,1
22,22,22,0,55,0,189.92469,0,188.14529,30.20728,0,3,1
23,23,23,0,56,0,189.92469,0,188.14529,30.20728,0,3,1
24,24,24,0,38,0,189.92469,0,188.14529,30.20728,0,1,1
25,25,25,0,39,0,189.92469,0,188.14529,30.20728,0,1,1
26,26,26,0,55,0,189.92469,0,188.14529,30.20728,0,2,1
27,27,27,0,57,0,189.92469,0,188.14529,30.20728,0,3,1
28,28,28,0,58,0,189.92469,0,188.14529,30.20728,0,3,1
29,29,29,0,62,0,189.92469,0,188.14529,30.20728,0,3,1
30,30,30,0,47,0,189.92469,0,188.14529,30.20728,0,1,1
31,31,31,0,56,0,189.92469,0,188.14529,30.20728,0,3,1
32,32,32,0,51,0,189.92469,0,188.14529,30.20728,0,3,1
33,33,33,0,54,0,189.92469,0,188.14529,30.20728,0,1,1
34,34,34,0,52,0,189.92469,0,188.14529,30.20728,0,2,1
35,35,35,0,40,0,189.92469,0,188.14529,30.20728,0,2,1
36,36,36,0,56,0,189.92469,0,188.14529,30.20728,0,1,1
37,37,37,0,53,0,189.92469,0,188.14529,30.20728,0,1,1
38,38,38,0,39,0,189.92469,0,188.14529,30.20728,0,2,1
39,39,39,0,63,0,189.92469,0,188.14529,30.20728,0,1,1
40,40,40,0,62,0,189.92469,0,188.14529,30.20728,0,0,1
41,41,41,0,61,0,189.92469,0,188.14529,30.20728,0,2,1
42,42,42,0,59,0,189.92469,0,188.14529,30.20728,0,2,1
43,43,43,0,59,0,189.92469,0,188.14529,30.20728,0,1,1
44,44,44,0,50,0,189.92469,0,188.14529,30.20728,0,2,1
45,45,45,0,50,0,189.92469,0,188.14529,30.20728,0,2,1
46,46,46,0,44,0,189.92469,0,188.14529,30.20728,0,1,1
47,47,47,0,53,0,189.92469,0,188.14529,30.20728,0,2,2
48,48,48,0,47,0,189.92469,0,188.14529,30.20728,0,3,1
49,49,49,0,57,0,189.92469,0,188.14529,30.20728,0,3,1
50,50,50,0,49,0,189.92469,0,188.14529,30.20728,0,1,1
51,51,51,0,61,0,189.92469,0,188.14529,30.20728,0,0,1
52,52,52,0,50,0,189.92469,0,188.14529,30.20728,0,1,1
53,53,53,0,47,0,189.92469,0,188.14529,30.20728,0,1,1
54,54,54,0,47,0,189.92469,0,188.14529,30.20728,0,1,1
55,55,55,0,53,0,189.92469,0,188.14529,30.20728,0,2,1
56,56,56,0,44,0,189.92469,0,188.14529,30.20728,0,2,1
57,57,57,0,46,0,189.92469,0,188.14529,30.20728,0,2,1
58,58,58,0,43,0,189.92469,0,188.14529,30.20728,0,3,1
59,59,59,0,52,0,189.92469,0,188.14529,30.20728,0,1,1
60,60,60,0,59,0,189.92469,0,188.14529,30.20728,0,1,1
61,61,61,0,63,0,189.92469,0,188.14529,30.20728,0,2,1
62,62,62,0,61,0,189.92469,0,188.14529,30.20728,0,1,1
63,63,63,0,51,0,189.92469,0,188.14529,30.20728,0,1,1
64,64,64,0,54,0,189.92469,0,188.14529,30.20728,0,3,1
65,65,65,0,37,0,189.92469,0,188.14529,30.20728,0,3,1
66,66,66,0,51,0,189.92469,0,188.14529,30.20728,0,2,1
67,67,67,0,63,0,189.92469,0,188.14529,30.20728,0,1,1
68,68,68,0,32,0,189.92469,0,188.14529,30.20728,3,2,1
69,69,69,0,60,0,189.92469,0,188.14529,30.20728,0,2,1
70,70,70,0,47,0,189.92469,0,188.14529,30.20728,0,2,1
71,71,71,0,56,0,189.92469,0,188.14529,30.20728,0,3,1
72,72,72,0,70,0,189.92469,0,188.14529,30.20728,0,1,1
73,73,73,0,44,0,189.92469,0,188.14529,30.20728,0,1,1
74,74,74,0,50,0,189.92469,0,188.14529,30.20728,0,1,1
75,75,75,0,58,0,189.92469,0,188.14529,30.20728,0,2,1
76,76,76,0,55,0,189.92469,0,188.14529,30.20728,0,1,1
77,77,77,0,47,0,189.92469,0,188.14529,30.20728,0,1,1
78,78,78,0,63,0,189.92469,0,188.14529,30.20728,0,3,1
79,79,79,0,36,0,189.92469,0,188.14529,30.20728,0,2,1
80,80,80,0,48,0,189.92469,0,188.14529,30.20728,0,1,2
81,81,81,0,59,0,189.92469,0,188.14529,30.20728,0,2,1
82,82,82,0,44,0,189.92469,0,188.14529,30.20728,0,2,1
83,83,83,0,61,0,189.92469,0,188.14529,30.20728,0,3,1
84,84,84,0,61,0,189.92469,0,188.14529,30.20728,0,2,1
85,85,85,0,54,0,189.92469,0,188.14529,30.20728,0,2,1
86,86,86,0,57,0,189.92469,0,188.14529,30.20728,0,1,1
87,87,87,0,46,0,189.92469,0,188.14529,30.20728,0,1,1
88,88,88,0,53,0,189.92469,0,188.14529,30.20728,0,3,1
89,89,89,0,51,0,189.92469,0,188.14529,30.20728,0,2,1
90,90,90,0,43,0,189.92469,0,188.14529,30.20728,0,2,1
91,91,91,0,38,0,189.92469,0,188.14529,30.20728,0,2,1
92,92,92,0,50,0,189.92469,0,188.14529,30.20728,0,3,1
93,93,93,0,69,0,189.92469,0,188.14529,30.20728,0,0,1
94,94,94,0,51,0,189.92469,0,188.14529,30.20728,0,1,1
95,95,95,0,57,0,189.92469,0,188.14529,30.20728,0,3,1
96,96,96,0,44,0,189.92469,0,188.14529,30.20728,0,3,1
97,97,97,0,40,0,189.92469,0,188.14529,30.20728,0,1,1
98,98,98,0,47,0,189.92469,0,188.14529,30.20728,0,2,1
99,99,99,0,49,0,189.92469,0,188.14529,30.20728,0,2,1
100,100,100,0,55,0,189.92469,0,188.14529,30.20728,0,1,1
101,101,101,0,48,0,189.92469,0,188.14529,30.20728,0,1,1
102,102,102,0,65,0,189.92469,0,188.14529,30.20728,0,2,1
103,103,103,0,44,0,189.92469,0,188.14529,30.20728,0,3,1
104,104,104,0,63,0,189.92469,0,188.14529,30.20728,0,1,1
105,105,105,0,53,0,189.92469,0,188.14529,30.20728,0,2,1
106,106,106,0,51,0,189.92469,0,188.14529,30.20728,0,2,1
107,107,107,0,49,0,189.92469,0,188.14529,30.20728,0,2,1
108,108,108,0,63,0,189.92469,0,188.14529,30.20728,0,3,1
109,109,109,0,63,0,189.92469,0,188.14529,30.20728,0,3,1
110,110,110,0,50,0,189.92469,0,188.14529,30.20728,0,2,1
111,111,111,0,68,0,189.92469,0,188.14529,30.20728,0,3,1
112,112,112,0,50,0,189.92469,0,188.14529,30.20728,0,2,1
113,113,113,0,47,0,189.92469,0,188.14529,30.20728,0,3,1
114,114,114,0,56,0,189.92469,0,188.14529,30.20728,0,2,1
115,115,115,0,52,0,189.92469,0,188.14529,30.20728,0,1,1
116,116,116,0,46,0,189.92469,0,188.14529,30.20728,0,1,1
117,117,117,0,42,0,189.92469,0,188.14529,30.20728,0,3,1
118,118,118,0,65,0,189.92469,0,188.14529,30.20728,0,2,1
119,119,119,0,63,0,189.92469,0,188.14529,30.20728,0,2,1
120,120,120,0,47,0,189.92469,0,188.14529,30.20728,0,2,1
121,121,121,0,58,0,189.92469,0,188.14529,30.20728,0,0,1
122,122,122,0,60,0,189.92469,0,188.14529,30.20728,0,1,1
123,123,123,0,56,0,189.92469,0,188.14529,30.20728,0,3,1
124,124,124,0,33,0,189.92469,0,188.14529,30.20728,0,1,1
125,125,125,0,43,0,189.92469,0,188.14529,30.20728,0,1,1
126,126,126,0,52,0,189.92469,0,188.14529,30.20728,0,2,1
127,127,127,0,52,0,189.92469,0,188.14529,30.20728,0,1,1
128,128,128,0,55,0,189.92469,0,188.14529,30.20728,0,2,1
129,129,129,0,56,0,189.92469,0,188.14529,30.20728,0,2,1
130,130,130,0,69,0,189.92469,0,188.14529,30.20728,0,2,1
131,131,131,0,58,0,189.92469,0,188.14529,30.20728,0,3,1
132,132,132,0,49,0,189.92469,0,188.14529,30.20728,0,3,1
133,133,133,0,50,0,189.92469,0,188.14529,30.20728,0,3,1
134,134,134,0,55,0,189.92469,0,188.14529,30.20728,0,2,1
135,135,135,0,55,0,189.92469,0,188.14529,30.20728,0,2,1
136,136,136,0,68,0,189.92469,0,188.14529,30.20728,0,2,1
137,137,137,0,54,0,189.92469,0,188.14529,30.20728,0,3,1
138,138,138,0,59,0,189.92469,0,188.14529,30.20728,0,2,1
139,139,139,0,47,0,189.92469,0,188.14529,30.20728,0,1,1
140,140,140,0,55,0,189.92469,0,188.14529,30.20728,0,2,1
141,141,141,0,62,0,189.92469,0,188.14529,30.20728,0,3,1
142,142,142,0,61,0,189.92469,0,188.14529,30.20728,0,3,1
143,143,143,0,56,0,189.92469,0,188.14529,30.20728,0,3,1
144,144,144,0,53,0,189.92469,0,188.14529,30.20728,0,2,1
145,145,145,0,45,0,189.92469,0,188.14529,30.20728,0,3,1
146,146,146,0,37,0,189.92469,0,188.14529,30.20728,0,1,1
147,147,147,0,57,0,189.92469,0,188.14529,30.20728,0,1,1
148,148,148,0,53,0,189.92469,0,188.14529,30.20728,0,1,1
149,149,149,0,49,0,189.92469,0,188.14529,30.20728,0,1,1
150,150,150,0,55,0,189.92469,0,188.14529,30.20728,0,1,1
151,151,151,0,48,0,189.92469,0,188.14529,30.20728,0,2,1
152,152,152,0,52,0,189.92469,0,188.14529,30.20728,0,0,1
153,153,153,0,61,0,189.92469,0,188.14529,30.20728,0,2,1
154,154,154,0,65,0,189.92469,0,188.14529,30.20728,0,2,1
155,155,155,0,51,0,189.92469,0,188.14529,30.20728,0,2,1
156,156,156,0,67,0,189.92469,0,188.14529,30.20728,0,1,1
157,157,157,0,52,0,189.92469,0,188.14529,30.20728,0,3,1
158,158,158,0,60,0,189.92469,0,188.14529,30.20728,0,1,1
159,159,159,0,46,0,189.92469,0,188.14529,30.20728,0,1,1
160,160,160,0,59,0,189.92469,0,188.14529,30.20728,0,2,1
161,161,161,0,58,0,189.92469,0,188.14529,30.20728,0,1,1
162,162,162,0,55,0,189.92469,0,188.14529,30.20728,0,2,1
163,163,163,0,57,0,189.92469,0,188.14529,30.20728,0,0,1
164,164,164,0,51,0,189.92469,0,188.14529,30.20728,0,0,1
165,165,165,0,45,0,189.92469,0,188.14529,30.20728,0,0,1
166,166,166,0,44,0,189.92469,0,188.14529,30.20728,0,2,1
167,167,167,0,74,0,189.92469,0,188.14529,30.20728,0,3,1
168,168,168,0,46,0,189.92469,0,188.14529,30.20728,0,1,1
169,169,169,0,56,0,189.92469,0,188.14529,30.20728,0,2,1
170,170,170,0,44,0,189.92469,0,188.14529,30.20728,0,3,1
171,171,171,0,59,0,189.92469,0,188.14529,30.20728,0,2,1
172,172,172,0,76,0,189.92469,0,188.14529,30.20728,0,1,1
173,173,173,0,63,0,189.92469,0,188.14529,30.20728,0,3,1
174,174,174,0,54,0,189.92469,0,188.14529,30.20728,0,2,1
175,175,175,0,43,0,189.92469,0,188.14529,30.20728,0,2,1
176,176,176,0,58,0,189.92469,0,188.14529,30.20728,0,3,1
177,177,177,0,47,0,189.92469,0,188.14529,30.20728,0,2,1
178,178,178,0,46,0,189.92469,0,188.14529,30.20728,0,3,1
179,179,179,0,42,0,189.92469,0,188.14529,30.20728,0,2,1
180,180,180,0,58,0,189.92469,0,188.14529,30.20728,0,2,1
181,181,181,0,46,0,189.92469,0,188.14529,30.20728,0,2,1
182,182,182,0,49,0,189.92469,0,188.14529,30.20728,0,2,1
183,183,183,0,42,0,189.92469,0,188.14529,30.20728,0,3,1
184,184,184,0,56,0,189.92469,0,188.14529,30.20728,0,2,1
185,185,185,0,55,0,189.92469,0,188.14529,30.20728,0,2,1
