,cluster_id,seqlength,zhu_cluster
0,0,207,3.0
1,0,357,9.0
2,0,268,3.0
3,0,148,0.0
4,0,263,3.0
5,0,147,0.0
6,0,195,3.0
7,0,260,3.0
8,0,113,0.0
9,0,154,0.0
10,0,192,3.0
11,0,158,6.0
12,0,127,0.0
13,0,168,0.0
14,0,250,3.0
15,0,195,3.0
16,0,183,3.0
17,0,231,3.0
18,0,198,3.0
19,0,137,0.0
20,0,163,0.0
21,0,141,0.0
22,0,219,3.0
23,0,194,0.0
24,0,181,0.0
25,0,170,0.0
26,0,204,3.0
27,0,243,3.0
28,0,204,3.0
29,0,205,3.0
30,0,204,3.0
31,0,174,0.0
32,0,162,0.0
33,0,199,3.0
34,0,196,3.0
35,0,164,0.0
36,0,158,0.0
37,0,138,0.0
38,0,157,0.0
39,0,164,0.0
40,0,200,3.0
41,0,192,3.0
42,0,155,0.0
43,0,111,4.0
44,0,229,3.0
45,0,217,3.0
46,0,164,0.0
47,0,220,3.0
48,0,185,0.0
49,0,167,0.0
50,0,246,3.0
51,0,188,3.0
52,0,229,3.0
53,0,176,0.0
54,0,168,0.0
55,0,144,0.0
56,0,175,0.0
57,0,312,9.0
58,0,190,3.0
59,0,217,3.0
60,0,126,0.0
61,0,202,3.0
62,0,273,9.0
63,0,186,3.0
64,0,159,0.0
65,0,251,3.0
66,0,218,3.0
67,0,253,3.0
68,0,239,3.0
69,0,131,0.0
70,0,220,3.0
71,0,156,0.0
72,0,150,0.0
73,0,180,3.0
74,0,173,0.0
75,0,165,0.0
76,0,231,3.0
77,0,147,0.0
78,0,145,0.0
79,0,288,9.0
80,0,200,3.0
81,0,212,3.0
82,0,159,0.0
83,0,246,3.0
84,0,179,0.0
85,0,154,0.0
86,0,135,0.0
87,0,272,9.0
88,0,173,0.0
89,0,170,0.0
90,0,165,6.0
91,0,114,0.0
92,0,223,3.0
93,0,167,0.0
94,0,115,0.0
95,0,234,3.0
96,0,228,3.0
97,0,216,3.0
98,0,177,3.0
99,0,116,0.0
