,epoch,times,negative ll,purity,cluster_partition
0,0,-109489.90533999982,149184.140625,0.645,0.0
1,1,-51342.38369999919,139907.46875,0.7933333333333333,0.0
2,2,-66168.35654000053,145002.84375,0.94,0.0
3,3,-80912.32602000004,146640.828125,0.9425000000000001,0.0
4,4,-95780.65491999965,148250.984375,0.9325000000000001,0.0
5,5,-110481.97445999947,146226.453125,0.9175000000000002,0.0
6,6,-125366.22321999981,143447.390625,0.9325000000000001,0.0
7,7,-125387.73596000043,141657.0625,0.9458333333333334,0.0
8,8,-125299.31722000008,141401.046875,0.9508333333333333,0.0
9,9,-125339.66179999989,141597.3125,0.9541666666666667,0.0
