,event_id,event_pred
0,3,"[0.00010987990023485789, 0.00012385717518403915, 0.00014608916813341785, 0.9988749444378981, 0.0007452293185494492]"
1,3,"[0.0007950880067326084, 0.0006948305530589534, 5.839112489880424e-07, 0.9984223594227218, 8.713810623766072e-05]"
2,1,"[0.0008329656220126185, 0.997467702557134, 1.5562211317510224e-05, 0.0004513282857948884, 0.00123244132374099]"
3,2,"[5.249355283134926e-07, 0.0016490999820299762, 0.9983497257258911, 2.341697690050534e-08, 6.259395736562747e-07]"
4,4,"[2.778662025753852e-05, 0.995929201876497, 0.004031961253981065, 1.5791123875210444e-09, 1.104867015198296e-05]"
5,0,"[0.9984279256795487, 0.00031750508074632276, 0.0004377222814702846, 7.549935968777144e-06, 0.000809297022265741]"
6,1,"[3.1364903370495637e-05, 0.9999174393098954, 6.34586353857659e-10, 1.287225387351966e-10, 5.119502342505169e-05]"
7,1,"[6.01097072586474e-05, 0.9994517226424102, 3.975487751376146e-05, 0.0004476533975100768, 7.593753073359768e-07]"
8,3,"[2.9514286203395494e-07, 0.0013670331518782788, 3.847214603750849e-07, 0.9986294501925937, 2.836791205555975e-06]"
9,2,"[1.828772285233538e-05, 0.0011613575859670197, 0.9983516375810331, 8.56064723027399e-12, 0.00046871710158701035]"
10,4,"[0.0003357064812744241, 0.00011910987046634107, 6.505767548915525e-08, 4.873837236425914e-09, 0.9995451137167464]"
11,1,"[0.0015277220361458255, 0.9961046953702352, 0.0021856154937830467, 0.00017350843632294534, 8.458663513012655e-06]"
12,2,"[7.757927943851468e-05, 0.0005765895784554929, 0.9990417134866749, 4.44410868419793e-08, 0.00030407321434427906]"
13,0,"[0.0001686372135952074, 0.9997718093229134, 4.5631438906033754e-05, 5.191514222550228e-06, 8.730510362844431e-06]"
14,4,"[0.00011475227944034031, 0.0006925598584964454, 0.00165703172643576, 9.334138490735347e-05, 0.9974423147507202]"
15,1,"[0.0002063186876675027, 0.9988195407736385, 0.0009366614750472629, 1.5656013900518133e-06, 3.5913462256917667e-05]"
16,2,"[5.597570696268854e-08, 0.001123817663670832, 0.9986256495361023, 0.00024855478964085087, 1.922034879045044e-06]"
17,4,"[0.10256180419097911, 0.01148640730603286, 0.0058042884352504385, 0.005670792836430596, 0.874476707231307]"
18,1,"[0.00017435780801992182, 0.999660845417602, 0.00015837181662302168, 9.16150272282917e-08, 6.333342727795586e-06]"
19,1,"[1.4909187255668505e-05, 0.9991597289259326, 0.00032490338058202247, 0.00045029492835676197, 5.0163577872816744e-05]"
20,1,"[0.00016343215042349324, 0.9985648555129785, 0.00047139130358398135, 5.1913372040367515e-06, 0.0007951296958099663]"
21,3,"[3.165049575941026e-05, 0.002460626153172313, 1.7680679085271591e-06, 0.9975058189022789, 1.3638088086341872e-07]"
22,1,"[0.0005310381596373613, 0.9990594675002079, 7.782497437658963e-05, 9.935066027194644e-05, 0.00023231870550614352]"
23,4,"[6.934342297354938e-05, 0.0016251946791458337, 0.0008553548982182122, 6.422742184694288e-06, 0.9974436842574776]"
24,2,"[2.5148882977223303e-06, 0.00040448889946949215, 0.9990409495165474, 0.00021869308594489297, 0.000333353609740542]"
25,2,"[0.00018559631250085823, 0.0011360945057069187, 0.9986568561306607, 1.3233144413828693e-05, 8.219906717641187e-06]"
26,2,"[2.1082646939563886e-05, 6.7299363168423655e-06, 0.9999712629538607, 1.9678167028837755e-09, 9.224950660559124e-07]"
27,1,"[1.1356403996518824e-06, 0.9999593688941404, 1.757928383243161e-06, 3.322730540427757e-07, 3.740526402283317e-05]"
28,2,"[0.0017220999040164545, 0.7702671553182434, 0.11875637054225359, 7.523669781399534e-05, 0.10917913753767272]"
29,0,"[0.9980281179295397, 0.0018573886844955706, 4.237288346546772e-05, 1.1885163966100389e-05, 6.0235338532962434e-05]"
30,1,"[2.411500694610918e-08, 0.9997039497445062, 6.039293854208414e-05, 3.175290982067026e-05, 0.00020388029212428915]"
31,2,"[1.4162858965780142e-06, 2.15843187572004e-07, 0.9999086159022692, 1.7909185533932156e-08, 8.973405946118334e-05]"
32,4,"[0.0015211221250614867, 0.00036332742844254336, 0.0008657310663340935, 9.052150721079628e-08, 0.9972497288586546]"
33,4,"[0.00015167707338763803, 0.00042813982320071264, 2.022618618980212e-05, 0.000231576518198226, 0.9991683803990236]"
34,2,"[5.70744605355727e-06, 0.0012647326560700732, 0.9967347176404295, 0.00022402381613568844, 0.0017708184413110287]"
35,2,"[4.068351573895973e-07, 0.0008552409094362778, 0.9991393897452353, 4.9418966232731285e-06, 2.0613547869122014e-08]"
36,2,"[3.74872978813114e-05, 0.000941336164715222, 0.9987028808704209, 7.242920617960624e-10, 0.000318294942690506]"
37,1,"[3.797639857417447e-07, 0.9999098344951212, 4.49021971324703e-05, 1.4288452048427424e-05, 3.059509171245439e-05]"
38,1,"[2.2948621286144454e-06, 0.9999972807603204, 8.6461877968022e-09, 3.378842723201956e-11, 4.156975748764953e-07]"
39,3,"[0.00033579558005749363, 0.00024585804936654883, 0.00030281448725206963, 0.9986453898162884, 0.00047014206703545737]"
40,1,"[0.0014793958972558882, 0.9969230030964232, 0.00013490583489788612, 0.0013824606846413125, 8.023448678170909e-05]"
41,2,"[0.0004216729645739851, 7.021385594764997e-07, 0.9987055241216258, 0.0008705005135914298, 1.600261649104635e-06]"
42,1,"[0.9752508938132123, 0.023775265212694796, 4.9029273375271846e-08, 0.000842825281288981, 0.0001309666635303293]"
43,2,"[0.0002028006694825629, 0.0006305906893823991, 0.9981084223090851, 6.112357113035391e-07, 0.0010575750963386008]"
44,1,"[0.00021488606321659907, 0.9995088899723589, 0.00018771922020218796, 2.932507073592695e-07, 8.821149351499799e-05]"
45,1,"[8.920962913764674e-05, 0.9992033420551585, 0.00013856642655927059, 6.393694798572106e-06, 0.0005624881943461673]"
46,1,"[5.5624830165215494e-06, 0.9999628409725899, 1.6406735360112197e-05, 1.3123859667056687e-05, 2.0659493664644097e-06]"
47,0,"[0.9979660056067536, 0.0004917458692391461, 0.0014917126166315265, 1.735474610011612e-05, 3.3181161275412736e-05]"
