,Unnamed: 0,Unnamed: 0.1,cluster_id,seqlength,kmeans_clusters,kmeans_time,gmm_clusters,gmm_time,time,coh_cluster,k_shape_clusters,k_means_softdtw_clusters
0,0,0,2,2959,0,184.00075,5,181.31777,65.63946999999999,4,4,6
1,1,1,10,2865,0,184.00075,3,181.31777,65.63946999999999,0,4,8
2,2,2,2,2557,0,184.00075,0,181.31777,65.63946999999999,15,4,2
3,3,3,9,3785,6,184.00075,0,181.31777,65.63946999999999,15,4,1
4,4,4,10,3414,0,184.00075,5,181.31777,65.63946999999999,10,10,10
5,5,5,9,3420,6,184.00075,0,181.31777,65.63946999999999,0,4,9
6,6,6,2,3408,0,184.00075,5,181.31777,65.63946999999999,7,10,1
7,7,7,4,4299,0,184.00075,4,181.31777,65.63946999999999,11,10,10
8,8,8,5,4319,0,184.00075,4,181.31777,65.63946999999999,8,4,11
9,9,9,4,2429,0,184.00075,5,181.31777,65.63946999999999,7,4,6
10,10,10,2,2898,0,184.00075,5,181.31777,65.63946999999999,1,4,11
11,11,11,10,2518,0,184.00075,5,181.31777,65.63946999999999,10,8,2
12,12,12,2,2567,0,184.00075,5,181.31777,65.63946999999999,10,4,2
13,13,13,2,2865,0,184.00075,5,181.31777,65.63946999999999,10,10,6
14,14,14,2,3454,0,184.00075,5,181.31777,65.63946999999999,7,10,1
15,15,15,9,3107,0,184.00075,5,181.31777,65.63946999999999,10,10,2
16,16,16,2,4321,0,184.00075,5,181.31777,65.63946999999999,14,4,1
17,17,17,10,3780,0,184.00075,3,181.31777,65.63946999999999,7,4,10
18,18,18,9,2857,6,184.00075,0,181.31777,65.63946999999999,8,8,1
19,19,19,10,2767,0,184.00075,5,181.31777,65.63946999999999,4,4,5
20,20,20,10,4000,6,184.00075,0,181.31777,65.63946999999999,8,4,9
21,21,21,10,3307,0,184.00075,4,181.31777,65.63946999999999,8,4,2
22,22,22,10,3756,0,184.00075,5,181.31777,65.63946999999999,7,4,6
23,23,23,2,2630,6,184.00075,3,181.31777,65.63946999999999,8,10,10
24,24,24,2,4125,0,184.00075,4,181.31777,65.63946999999999,4,4,4
25,25,25,5,2740,0,184.00075,4,181.31777,65.63946999999999,3,10,10
26,26,26,4,3184,0,184.00075,5,181.31777,65.63946999999999,7,10,9
27,27,27,12,2575,0,184.00075,4,181.31777,65.63946999999999,15,8,4
