,cluster_id,cluster_cohortney
0,0,1
1,0,1
2,0,0
3,0,0
4,0,1
5,0,0
6,0,0
7,0,1
8,0,0
9,0,0
10,0,0
11,0,0
12,0,1
13,0,0
14,0,0
15,0,0
16,0,0
17,0,0
18,0,1
19,0,0
20,0,0
21,0,0
22,0,0
23,0,0
24,0,1
25,0,0
26,0,1
27,0,1
28,0,0
29,0,0
30,0,0
31,0,0
32,0,0
33,0,0
34,0,0
35,0,0
36,0,0
37,0,1
38,0,0
39,0,0
40,0,1
41,0,0
42,0,0
43,0,0
44,0,0
45,0,0
46,0,1
47,0,1
48,0,0
49,0,1
50,0,0
51,0,0
52,0,0
53,0,0
54,0,0
55,0,1
56,0,0
57,0,0
58,0,0
59,0,0
60,0,1
61,0,0
62,0,0
63,0,0
64,0,0
65,0,1
66,0,0
67,0,0
68,0,0
69,0,0
70,0,1
71,0,1
72,0,0
73,0,2
74,0,0
75,0,1
76,0,0
77,0,0
78,0,0
79,0,0
80,0,0
81,0,1
82,0,0
83,0,1
84,0,1
85,0,0
86,0,1
87,0,1
88,0,0
89,0,0
90,0,0
91,0,0
92,0,1
93,0,0
94,0,0
95,0,0
96,0,2
97,0,2
98,0,0
99,0,0
100,0,0
101,0,2
102,0,0
103,0,0
104,0,0
105,0,1
106,0,0
107,0,0
108,0,2
109,0,1
110,0,0
111,0,0
112,0,0
113,0,1
114,0,0
115,0,0
116,0,0
117,0,0
118,0,1
119,0,0
120,0,0
121,0,0
122,0,0
123,0,0
124,0,0
125,0,1
126,0,0
127,0,1
128,0,2
129,0,0
130,0,0
131,0,1
132,0,1
133,0,1
134,0,1
135,0,1
136,0,0
137,0,1
138,0,0
139,0,0
140,0,0
141,0,0
142,0,0
143,0,1
144,0,2
145,0,0
146,0,0
147,0,2
148,0,0
149,0,1
150,0,2
151,0,0
152,0,2
153,0,1
154,0,1
155,0,2
156,0,2
157,0,1
158,0,1
159,0,1
160,0,0
161,0,0
162,0,1
163,0,0
164,0,0
165,0,1
166,0,1
167,0,2
168,0,2
169,0,2
170,0,2
171,0,1
172,0,0
173,0,1
174,0,0
175,0,2
176,0,2
177,0,0
178,0,2
179,0,0
180,0,0
181,0,0
182,0,0
183,0,1
184,0,0
185,0,1
186,0,0
187,0,0
188,0,0
189,0,2
190,0,2
191,0,0
192,0,0
193,0,1
194,0,1
195,0,1
196,0,1
197,0,1
198,0,2
199,0,0
200,0,1
201,0,0
202,0,0
203,0,0
204,0,0
205,0,1
206,0,1
207,0,0
208,0,2
209,0,0
210,0,2
211,0,0
212,0,1
213,0,2
214,0,1
215,0,0
216,0,0
217,0,1
218,0,1
219,0,1
220,0,0
221,0,0
222,0,0
223,0,1
224,0,0
225,0,0
226,0,1
227,0,2
228,0,2
229,0,1
230,0,0
231,0,0
232,0,1
233,0,2
234,0,1
235,0,1
236,0,0
237,0,2
238,0,0
239,0,0
240,0,1
241,0,0
242,0,0
243,0,1
244,0,0
245,0,1
246,0,2
247,0,0
248,0,1
249,0,0
250,0,2
251,0,0
252,0,0
253,0,0
254,0,0
255,0,1
256,0,1
257,0,1
258,0,1
259,0,1
260,0,1
261,0,0
262,0,1
263,0,0
264,0,1
265,0,1
266,0,0
267,0,0
268,0,1
269,0,1
270,0,0
271,0,0
272,0,0
273,0,1
274,0,1
275,0,2
276,0,1
277,0,1
278,0,0
279,0,0
280,0,0
281,0,2
282,0,1
283,0,0
284,0,1
285,0,0
286,0,1
287,0,0
288,0,1
289,0,1
290,0,1
291,0,1
292,0,0
293,0,1
294,0,2
295,0,1
296,0,1
297,0,1
298,0,0
299,0,1
300,0,0
301,0,1
302,0,1
303,0,1
304,0,0
305,0,1
306,0,0
307,0,2
308,0,1
309,0,1
310,0,1
311,0,0
312,0,0
313,0,0
314,0,2
315,0,1
316,0,1
317,0,2
318,0,0
319,0,1
320,0,1
321,0,1
322,0,1
323,0,0
324,0,1
325,0,1
326,0,0
327,0,1
328,0,1
329,0,1
330,0,0
331,0,0
332,0,1
333,0,1
334,0,1
335,0,0
336,0,1
337,0,0
338,0,0
339,0,1
340,0,1
341,0,2
342,0,0
343,0,0
344,0,1
345,0,1
346,0,1
347,0,1
348,0,2
349,0,0
350,0,1
351,0,0
352,0,1
353,0,0
354,0,1
355,0,1
356,0,0
357,0,0
358,0,1
359,0,0
360,0,2
361,0,0
362,0,0
363,0,0
364,0,1
365,0,0
366,0,1
367,0,0
368,0,2
369,0,1
370,0,1
371,0,1
372,0,0
373,0,0
374,0,0
375,0,1
376,0,1
377,0,0
378,0,1
379,0,1
380,0,0
381,0,1
382,0,1
383,0,0
384,0,0
385,0,1
386,0,0
387,0,0
388,0,2
389,0,0
390,0,1
391,0,0
392,0,0
393,0,0
394,0,1
395,0,1
396,0,0
397,0,1
398,0,1
399,0,1
400,1,0
401,1,1
402,1,0
403,1,0
404,1,0
405,1,0
406,1,0
407,1,1
408,1,0
409,1,1
410,1,1
411,1,1
412,1,1
413,1,0
414,1,1
415,1,0
