,epoch,times,negative ll,purity,cluster_partition
0,0,-73550.95796,83114.515625,0.625,0.0
1,1,-34040.43330000001,80003.859375,0.85125,0.0
2,2,-43877.71682,86119.3515625,0.9812500000000002,0.0
3,3,-53648.861880000026,84425.65625,0.95875,0.0
4,4,-63443.13633999998,85323.640625,0.9875,0.0
5,5,-73245.80800000003,85580.59375,1.0,0.0
6,6,-83088.88407999999,83301.0859375,1.0,0.0
7,7,-83061.22192000003,83571.8203125,1.0000000000000002,0.0
8,8,-83085.24566,84153.1796875,1.0,0.0
9,9,-83070.74312000004,84689.09375,1.0000000000000002,0.0
