,epoch,times,negative ll,purity,cluster_partition
0,0,-73228.84882000013,88083.8828125,0.9224999999999999,0.0
1,1,-34064.84231999988,85686.8828125,0.8725,0.0
2,2,-43883.15991999989,88255.5625,0.98375,0.0
3,3,-53691.748420000076,86437.5703125,0.9949999999999999,0.0
4,4,-63447.558560000034,85108.921875,0.99625,0.0
5,5,-73255.34302000015,81489.4375,0.98125,0.0
6,6,-83121.51782000001,81777.3515625,0.9487500000000001,0.0
7,7,-83009.81402000005,84056.453125,0.9887500000000001,0.0
8,8,-83008.52400000003,83521.9375,0.9999999999999999,0.0
9,9,-83020.15631999995,81666.703125,1.0,0.0
