,epoch,times,negative ll,purity,cluster_partition
0,0,-204111.93709999992,231772.796875,0.388,0.0
1,1,-112670.56572000001,195821.140625,0.6215,0.0
2,2,-143859.69030000007,194774.4375,0.8325,0.0
3,3,-174921.55255999998,194446.0,0.9470000000000001,0.0
4,4,-206122.2194800002,195129.78125,0.964,0.0
5,5,-237075.89098000026,195548.203125,0.9640000000000001,0.0
6,6,-268246.0722199996,195603.078125,0.9610000000000001,0.0
7,7,-268330.61861999973,195437.15625,0.9600000000000002,0.0
8,8,-268166.40882000036,195212.0,0.958,0.0
9,9,-268236.61989999993,194990.546875,0.9580000000000001,0.0
